abundance,pct,reads,sample,tax_name,technique
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Bordetella holmesii,database
0,0.000199881,527,IonXpress_001_NF002-centrifuge_report,Streptomyces globisporus,database
0,1.18E-05,31,IonXpress_001_NF002-centrifuge_report,Crinalium epipsammum,database
0,3.53E-05,93,IonXpress_001_NF002-centrifuge_report,Geitlerinema sp. PCC 7407,database
0,1.44E-05,38,IonXpress_001_NF002-centrifuge_report,Gloeocapsa sp. PCC 7428,database
0,2.01E-05,53,IonXpress_001_NF002-centrifuge_report,Microcoleus sp. PCC 7113,database
0,4.93E-06,13,IonXpress_001_NF002-centrifuge_report,Synechococcus sp. PCC 7502,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Listeria phage LP-030-2,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Listeria phage LP-026,database
0,9.10E-06,24,IonXpress_001_NF002-centrifuge_report,Pectobacterium wasabiae,database
5.50E-65,4.44E-05,117,IonXpress_001_NF002-centrifuge_report,Niabella ginsenosidivorans,database
0,5.73E-05,151,IonXpress_001_NF002-centrifuge_report,Halomonas huangheensis,database
0,2.09E-05,55,IonXpress_001_NF002-centrifuge_report,Paenibacillus swuensis,database
0,3.49E-05,92,IonXpress_001_NF002-centrifuge_report,Spirosoma montaniterrae,database
0,6.07E-06,16,IonXpress_001_NF002-centrifuge_report,Bacillus xiamenensis,database
0,0.000666018,1756,IonXpress_001_NF002-centrifuge_report,Saccharothrix espanaensis,database
0,2.84E-05,75,IonXpress_001_NF002-centrifuge_report,Deinococcus puniceus,database
0,9.94E-05,262,IonXpress_001_NF002-centrifuge_report,Deinococcus swuensis,database
0,4.17E-06,11,IonXpress_001_NF002-centrifuge_report,Pyrococcus sp. ST04,database
0,7.09E-05,187,IonXpress_001_NF002-centrifuge_report,Gloeobacter kilaueensis,database
0,1.52E-06,4,IonXpress_001_NF002-centrifuge_report,Thermogladius cellulolyticus,database
0,1.18E-05,31,IonXpress_001_NF002-centrifuge_report,Bdellovibrio exovorus,database
0,4.93E-06,13,IonXpress_001_NF002-centrifuge_report,Planococcus antarcticus,database
0,1.10E-05,29,IonXpress_001_NF002-centrifuge_report,Blattabacterium sp. (Blaberus giganteus),database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Xanthomonas phage CP1,database
0,2.28E-06,6,IonXpress_001_NF002-centrifuge_report,Candidatus Sulcia,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Campylobacter virus CP21,database
0,4.40E-05,116,IonXpress_001_NF002-centrifuge_report,Flammeovirga sp. MY04,database
0,1.37E-05,36,IonXpress_001_NF002-centrifuge_report,Melioribacter roseus,database
0,2.43E-05,64,IonXpress_001_NF002-centrifuge_report,Pelosinus fermentans,database
0,9.10E-06,24,IonXpress_001_NF002-centrifuge_report,Sulfurospirillum halorespirans,database
0,2.65E-05,70,IonXpress_001_NF002-centrifuge_report,Candidatus Endolissoclinum,database
2.95E-05,0.001104089,2911,IonXpress_001_NF002-centrifuge_report,Staphylococcus warneri,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Burkholderia virus Bcepmigl,database
0,4.55E-06,12,IonXpress_001_NF002-centrifuge_report,Cronobacter phage CR5,database
1.14E-07,2.50E-05,66,IonXpress_001_NF002-centrifuge_report,Bacillus oceanisediminis,database
0,2.62E-05,69,IonXpress_001_NF002-centrifuge_report,Snodgrassella alvi,database
0,2.69E-05,71,IonXpress_001_NF002-centrifuge_report,Gilliamella apicola,database
0,5.69E-06,15,IonXpress_001_NF002-centrifuge_report,Mycoplasma wenyonii,database
0,1.74E-05,46,IonXpress_001_NF002-centrifuge_report,Cloacibacillus porcorum,database
0,5.31E-06,14,IonXpress_001_NF002-centrifuge_report,Salmonella bongori,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Staphylococcus phage Ipla5,database
8.82E-06,6.45E-06,17,IonXpress_001_NF002-centrifuge_report,Staphylococcus phage Ipla7,database
0,5.54E-05,146,IonXpress_001_NF002-centrifuge_report,Granulicella tundricola,database
0,5.69E-06,15,IonXpress_001_NF002-centrifuge_report,Cycloclasticus zancles,database
0,6.07E-06,16,IonXpress_001_NF002-centrifuge_report,secondary endosymbiont of Ctenarytaina eucalypti,database
0,0.000118715,313,IonXpress_001_NF002-centrifuge_report,Corynebacterium terpenotabidum,database
0,7.36E-05,194,IonXpress_001_NF002-centrifuge_report,Mycobacterium haemophilum,database
0,2.28E-06,6,IonXpress_001_NF002-centrifuge_report,Candidatus Carsonella,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Aeromonas phage CC2,database
0,2.65E-06,7,IonXpress_001_NF002-centrifuge_report,Streptomyces phage SV1,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Caulobacter virus phiCbK,database
0,2.28E-06,6,IonXpress_001_NF002-centrifuge_report,Staphylococcus virus SA11,database
0,0.000403176,1063,IonXpress_001_NF002-centrifuge_report,Nocardiopsis alba,database
0,1.90E-06,5,IonXpress_001_NF002-centrifuge_report,Klebsiella phage 0507-KN2-1,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Yersinia phage phiR201,database
1.29E-08,6.64E-05,175,IonXpress_001_NF002-centrifuge_report,Pseudomonas sp. UW4,database
4.15E-08,7.78E-05,205,IonXpress_001_NF002-centrifuge_report,Burkholderia pseudomultivorans,database
1.67E-08,5.54E-05,146,IonXpress_001_NF002-centrifuge_report,Aeromonas media,database
4.93E-07,0.000171815,453,IonXpress_001_NF002-centrifuge_report,Celeribacter indicus,database
9.63E-219,9.10E-06,24,IonXpress_001_NF002-centrifuge_report,Bordetella parapertussis,database
0,1.82E-05,48,IonXpress_001_NF002-centrifuge_report,Candidatus Kinetoplastibacterium,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Stenotrophomonas phage IME13,database
0,3.26E-05,86,IonXpress_001_NF002-centrifuge_report,Spirosoma aerolatum,database
0,2.28E-06,6,IonXpress_001_NF002-centrifuge_report,Caulobacter phage CcrColossus,database
0,3.41E-06,9,IonXpress_001_NF002-centrifuge_report,Caulobacter virus Magneto,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Caulobacter virus Rogue,database
4.98E-08,2.81E-05,74,IonXpress_001_NF002-centrifuge_report,Legionella fallonii,database
0,0.00030608,807,IonXpress_001_NF002-centrifuge_report,Streptomyces collinus,database
0,2.05E-05,54,IonXpress_001_NF002-centrifuge_report,Planococcus halocryophilus,database
0,2.77E-05,73,IonXpress_001_NF002-centrifuge_report,Clostridium bornimense,database
1.60E-31,0.000724048,1909,IonXpress_001_NF002-centrifuge_report,Dyella japonica,database
6.84E-07,0.000293185,773,IonXpress_001_NF002-centrifuge_report,Sphingopyxis terrae,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Raccoon polyomavirus,database
0,2.28E-05,60,IonXpress_001_NF002-centrifuge_report,Fictibacillus phosphorivorans,database
2.97E-08,0.000197606,521,IonXpress_001_NF002-centrifuge_report,Corynebacterium humireducens,database
2.25E-08,0.000456276,1203,IonXpress_001_NF002-centrifuge_report,Bradyrhizobium sp. CCGE-LA001,database
2.01E-08,0.000270048,712,IonXpress_001_NF002-centrifuge_report,Sulfuritalea hydrogenivorans,database
2.17E-07,0.000189261,499,IonXpress_001_NF002-centrifuge_report,Corynebacterium marinum,database
0,0.000157781,416,IonXpress_001_NF002-centrifuge_report,Corynebacterium maris,database
2.70E-08,0.000207846,548,IonXpress_001_NF002-centrifuge_report,Corynebacterium vitaeruminis,database
6.05E-08,1.44E-05,38,IonXpress_001_NF002-centrifuge_report,Exiguobacterium sp. ZWU0009,database
0,7.28E-05,192,IonXpress_001_NF002-centrifuge_report,Azospirillum humicireducens,database
0,4.40E-05,116,IonXpress_001_NF002-centrifuge_report,Hymenobacter swuensis,database
0,1.82E-05,48,IonXpress_001_NF002-centrifuge_report,cyanobacterium endosymbiont,database
0,4.29E-05,113,IonXpress_001_NF002-centrifuge_report,Paraburkholderia phenoliruptrix,database
0,4.93E-06,13,IonXpress_001_NF002-centrifuge_report,Blattabacterium cuenoti,database
0,2.16E-05,57,IonXpress_001_NF002-centrifuge_report,Gramella flava,database
4.61E-08,0.000233637,616,IonXpress_001_NF002-centrifuge_report,Thiobacimonas profunda,database
0,2.65E-06,7,IonXpress_001_NF002-centrifuge_report,Lactococcus phage BM13,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Escherichia phage phAPEC8,database
1.51E-07,2.73E-05,72,IonXpress_001_NF002-centrifuge_report,Leuconostoc carnosum,database
0,1.90E-06,5,IonXpress_001_NF002-centrifuge_report,Propionibacterium phage P101A,database
0,4.93E-06,13,IonXpress_001_NF002-centrifuge_report,Chlamydia avium,database
0,4.17E-06,11,IonXpress_001_NF002-centrifuge_report,Candidatus Nitrosopumilus sediminis,database
0,3.03E-06,8,IonXpress_001_NF002-centrifuge_report,Salimicrobium jeotgali,database
0,1.59E-05,42,IonXpress_001_NF002-centrifuge_report,Asaia bogorensis,database
0,1.52E-06,4,IonXpress_001_NF002-centrifuge_report,Cardinium endosymbiont,database
0,3.87E-05,102,IonXpress_001_NF002-centrifuge_report,Mycobacterium indicus,database
0,5.69E-06,15,IonXpress_001_NF002-centrifuge_report,Geobacillus sp. GHH01,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Chlamydia pecorum,database
4.07E-08,2.39E-05,63,IonXpress_001_NF002-centrifuge_report,Carnobacterium maltaromaticum,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Pseudomonas phage vB_PaeP_p2-10_Or1,database
0,0.000164229,433,IonXpress_001_NF002-centrifuge_report,Pseudorhodoplanes sinuspersici,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Propionibacterium phage PHL071N05,database
0,1.90E-06,5,IonXpress_001_NF002-centrifuge_report,Pseudomonas phage UFV-P2,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Candidatus Pantoea carbekii,database
0,3.00E-05,79,IonXpress_001_NF002-centrifuge_report,Janthinobacterium sp. B9-8,database
0,3.03E-05,80,IonXpress_001_NF002-centrifuge_report,Prevotella fusca,database
0,1.25E-05,33,IonXpress_001_NF002-centrifuge_report,Candidatus Methanomethylophilus,database
0,1.93E-05,51,IonXpress_001_NF002-centrifuge_report,Sodalis praecaptivus,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Staphylococcus phage JD007,database
1.71E-05,0.004483866,11822,IonXpress_001_NF002-centrifuge_report,Acinetobacter johnsonii,database
0,1.52E-06,4,IonXpress_001_NF002-centrifuge_report,Campylobacter iguaniorum,database
8.97E-09,0.00026929,710,IonXpress_001_NF002-centrifuge_report,Bradyrhizobium oligotrophicum,database
0,0.000176366,465,IonXpress_001_NF002-centrifuge_report,Pseudomonas resinovorans,database
0,9.48E-06,25,IonXpress_001_NF002-centrifuge_report,Bacillus lehensis,database
0,9.86E-06,26,IonXpress_001_NF002-centrifuge_report,Mycoplasma cynos,database
2.01E-08,0.001175014,3098,IonXpress_001_NF002-centrifuge_report,Actinoplanes friuliensis,database
0,3.07E-05,81,IonXpress_001_NF002-centrifuge_report,Advenella mimigardefordensis,database
0,8.46E-05,223,IonXpress_001_NF002-centrifuge_report,endosymbiont of unidentified scaly snail isolate Monju,database
0,2.62E-05,69,IonXpress_001_NF002-centrifuge_report,Pseudohongiella spirulinae,database
1.07E-40,0.000209363,552,IonXpress_001_NF002-centrifuge_report,Pelagibaca abyssi,database
3.39E-08,4.59E-05,121,IonXpress_001_NF002-centrifuge_report,Bifidobacterium thermophilum,database
0,0.000122887,324,IonXpress_001_NF002-centrifuge_report,Thioalkalivibrio nitratireducens,database
0,4.78E-05,126,IonXpress_001_NF002-centrifuge_report,Flammeovirgaceae bacterium 311,database
8.56E-08,7.13E-05,188,IonXpress_001_NF002-centrifuge_report,Pseudomonas sp. FGI182,database
0,2.84E-05,75,IonXpress_001_NF002-centrifuge_report,Spiribacter salinus,database
3.02E-36,0.000113405,299,IonXpress_001_NF002-centrifuge_report,Streptomyces sp. 769,database
0,0.000196089,517,IonXpress_001_NF002-centrifuge_report,Herbaspirillum hiltneri,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Serratia phage phiMAM1,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Halovirus HSTV-2,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Lactococcus phage P680,database
0,4.55E-06,12,IonXpress_001_NF002-centrifuge_report,Lactococcus phage phi7,database
0,3.03E-06,8,IonXpress_001_NF002-centrifuge_report,Edwardsiella piscicida,database
0,4.93E-05,130,IonXpress_001_NF002-centrifuge_report,Ruegeria mobilis,database
0,0.000243878,643,IonXpress_001_NF002-centrifuge_report,Streptomyces sp. PAMC 26508,database
1.45E-05,0.00093986,2478,IonXpress_001_NF002-centrifuge_report,Carnobacterium inhibens,database
0,1.40E-05,37,IonXpress_001_NF002-centrifuge_report,Nitrosospira briensis,database
0,1.52E-05,40,IonXpress_001_NF002-centrifuge_report,Frischella perrara,database
6.59E-07,0.00048586,1281,IonXpress_001_NF002-centrifuge_report,Cupriavidus gilardii,database
7.85E-08,0.000112647,297,IonXpress_001_NF002-centrifuge_report,Altererythrobacter atlanticus,database
0,1.33E-05,35,IonXpress_001_NF002-centrifuge_report,Paenibacillus sabinae,database
0,6.07E-06,16,IonXpress_001_NF002-centrifuge_report,Legionella oakridgensis,database
0,1.29E-05,34,IonXpress_001_NF002-centrifuge_report,Acanthamoeba polyphaga moumouvirus,database
0,2.28E-06,6,IonXpress_001_NF002-centrifuge_report,Pyrodictium delaneyi,database
2.19E-07,0.000188503,497,IonXpress_001_NF002-centrifuge_report,Mycobacterium sp. VKM Ac-1817D,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Bacillus virus Eoghan,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Halovirus HCTV-1,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Halovirus HCTV-2,database
0,0.000352732,930,IonXpress_001_NF002-centrifuge_report,Bradyrhizobium icense,database
0,1.56E-05,41,IonXpress_001_NF002-centrifuge_report,Spiroplasma taiwanense,database
0,5.31E-06,14,IonXpress_001_NF002-centrifuge_report,Spiroplasma diminutum,database
0,3.41E-06,9,IonXpress_001_NF002-centrifuge_report,Spiroplasma chrysopicola,database
0,7.21E-06,19,IonXpress_001_NF002-centrifuge_report,Spiroplasma syrphidicola,database
0,7.96E-06,21,IonXpress_001_NF002-centrifuge_report,Spiroplasma culicicola,database
0,9.48E-06,25,IonXpress_001_NF002-centrifuge_report,Spiroplasma sabaudiense,database
0,6.07E-06,16,IonXpress_001_NF002-centrifuge_report,Spiroplasma apis,database
6.29E-08,0.000145644,384,IonXpress_001_NF002-centrifuge_report,Staphylococcus pasteuri,database
0,0.000145644,384,IonXpress_001_NF002-centrifuge_report,Myxococcus stipitatus,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Cyanophage S-RIM32,database
0,2.39E-05,63,IonXpress_001_NF002-centrifuge_report,Synechococcus sp. KORDI-100,database
4.30E-08,8.08E-05,213,IonXpress_001_NF002-centrifuge_report,Pseudomonas poae,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Pelagibacter phage HTVC010P,database
6.08E-08,0.000136541,360,IonXpress_001_NF002-centrifuge_report,Pseudomonas sp. URMO17WK12:I11,database
5.42E-07,0.000365627,964,IonXpress_001_NF002-centrifuge_report,Sphingomonas sp. DC-6,database
5.73E-35,3.87E-05,102,IonXpress_001_NF002-centrifuge_report,Corynebacterium casei,database
0,2.28E-06,6,IonXpress_001_NF002-centrifuge_report,Nile crocodilepox virus,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Nse virus,database
0,1.40E-05,37,IonXpress_001_NF002-centrifuge_report,Peptoclostridium acidaminophilum,database
0,1.90E-06,5,IonXpress_001_NF002-centrifuge_report,Neorickettsia helminthoeca,database
0,6.07E-05,160,IonXpress_001_NF002-centrifuge_report,Magnetospira sp. QH-2,database
0,1.10E-05,29,IonXpress_001_NF002-centrifuge_report,Treponema pedis,database
0,9.86E-06,26,IonXpress_001_NF002-centrifuge_report,Lactobacillus hokkaidonensis,database
0,1.52E-06,4,IonXpress_001_NF002-centrifuge_report,Choristoneura rosaceana entomopoxvirus 'L',database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Adoxophyes honmai entomopoxvirus 'L',database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Mythimna separata entomopoxvirus 'L',database
9.57E-08,0.00016385,432,IonXpress_001_NF002-centrifuge_report,Pseudomonas sp. ATCC 13867,database
0,0.00015854,418,IonXpress_001_NF002-centrifuge_report,Roseibacterium elongatum,database
0,1.90E-06,5,IonXpress_001_NF002-centrifuge_report,Candidatus Methanomassiliicoccus,database
0,3.34E-05,88,IonXpress_001_NF002-centrifuge_report,Komagataeibacter xylinus,database
4.37E-08,3.87E-05,102,IonXpress_001_NF002-centrifuge_report,Intestinimonas butyriciproducens,database
7.74E-09,0.000166884,440,IonXpress_001_NF002-centrifuge_report,Myxococcus hansupus,database
0,1.10E-05,29,IonXpress_001_NF002-centrifuge_report,Thermosulfidibacter takaii,database
3.33E-19,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Mycobacterium kansasii,database
0,1.74E-05,46,IonXpress_001_NF002-centrifuge_report,Enterococcus mundtii,database
4.03E-176,0.000380799,1004,IonXpress_001_NF002-centrifuge_report,Dokdonella koreensis,database
0,1.10E-05,29,IonXpress_001_NF002-centrifuge_report,Dokdonia donghaensis,database
3.05E-08,0.000519616,1370,IonXpress_001_NF002-centrifuge_report,Isoptericola dokdonensis,database
5.36E-07,0.001628635,4294,IonXpress_001_NF002-centrifuge_report,Nocardioides dokdonensis,database
5.68E-08,3.75E-05,99,IonXpress_001_NF002-centrifuge_report,Mucilaginibacter sp. PAMC 26640,database
3.40E-57,0.000146782,387,IonXpress_001_NF002-centrifuge_report,Pseudomonas knackmussii,database
0,3.41E-06,9,IonXpress_001_NF002-centrifuge_report,Invertebrate iridovirus 25,database
0,4.17E-06,11,IonXpress_001_NF002-centrifuge_report,Methanocaldococcus bathoardescens,database
0,1.56E-05,41,IonXpress_001_NF002-centrifuge_report,Planococcus sp. L10.15,database
1.58E-07,7.32E-05,193,IonXpress_001_NF002-centrifuge_report,Streptococcus cristatus,database
0,0.000205571,542,IonXpress_001_NF002-centrifuge_report,Streptomyces fulvissimus,database
0,6.83E-06,18,IonXpress_001_NF002-centrifuge_report,endosymbiont of,database
5.21E-36,0.000170297,449,IonXpress_001_NF002-centrifuge_report,Flavobacterium sp. PK15,database
6.55E-32,4.25E-05,112,IonXpress_001_NF002-centrifuge_report,Fusobacterium hwasookii,database
0,5.31E-06,14,IonXpress_001_NF002-centrifuge_report,Salinispira pacifica,database
0,4.55E-05,120,IonXpress_001_NF002-centrifuge_report,Kiritimatiella glycovorans,database
0,1.56E-05,41,IonXpress_001_NF002-centrifuge_report,Salinivirga cyanobacteriivorans,database
0,1.52E-06,4,IonXpress_001_NF002-centrifuge_report,Clanis bilineata nucleopolyhedrovirus,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Bacillus phage vB_BanS-Tsamsa,database
0,5.50E-05,145,IonXpress_001_NF002-centrifuge_report,Deinococcus soli Cha et al. 2016,database
0,0.000162332,428,IonXpress_001_NF002-centrifuge_report,Ilumatobacter coccineus,database
0,5.69E-06,15,IonXpress_001_NF002-centrifuge_report,Pseudoalteromonas translucida,database
3.45E-07,0.000212398,560,IonXpress_001_NF002-centrifuge_report,Sphingobium sp. TKS,database
0,1.18E-05,31,IonXpress_001_NF002-centrifuge_report,Blattabacterium sp. (Nauphoeta cinerea),database
0,1.02E-05,27,IonXpress_001_NF002-centrifuge_report,Acholeplasma palmae,database
0,7.96E-06,21,IonXpress_001_NF002-centrifuge_report,Bartonella ancashensis,database
1.85E-14,6.03E-05,159,IonXpress_001_NF002-centrifuge_report,Acinetobacter equi,database
0,2.92E-05,77,IonXpress_001_NF002-centrifuge_report,Chryseobacterium gallinarum,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Simian adenovirus C,database
0,5.31E-05,140,IonXpress_001_NF002-centrifuge_report,Nitrospira japonica,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Mycobacterium phage WIVsmall,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Mycobacterium phage Severus,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Mycobacterium phage SiSi,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Cronobacter phage S13,database
0,5.31E-06,14,IonXpress_001_NF002-centrifuge_report,Escherichia phage JES2013,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Cellulophaga phage phi19:1,database
0,3.03E-06,8,IonXpress_001_NF002-centrifuge_report,Cellulophaga phage phi38:1,database
2.86E-28,2.73E-05,72,IonXpress_001_NF002-centrifuge_report,Serratia sp. FS14,database
0,3.03E-06,8,IonXpress_001_NF002-centrifuge_report,Cellulophaga phage phi14:2,database
0,0.000176745,466,IonXpress_001_NF002-centrifuge_report,Azotobacter chroococcum,database
0,1.90E-06,5,IonXpress_001_NF002-centrifuge_report,Borrelia hermsii,database
0,1.52E-06,4,IonXpress_001_NF002-centrifuge_report,Bacillus bombysepticus,database
0,6.07E-06,16,IonXpress_001_NF002-centrifuge_report,Kosmotoga pacifica,database
0,0.000139576,368,IonXpress_001_NF002-centrifuge_report,Bordetella pseudohinzii,database
1.41E-06,0.000215811,569,IonXpress_001_NF002-centrifuge_report,Sphingobium baderi,database
3.56E-07,0.000767666,2024,IonXpress_001_NF002-centrifuge_report,Tessaracoccus sp. NSG39,database
0,6.83E-05,180,IonXpress_001_NF002-centrifuge_report,Salinarchaeum sp. Harcht-Bsk1,database
1.69E-08,0.000298495,787,IonXpress_001_NF002-centrifuge_report,Defluviimonas alba,database
0,3.22E-05,85,IonXpress_001_NF002-centrifuge_report,Spiribacter curvatus,database
0,3.22E-05,85,IonXpress_001_NF002-centrifuge_report,Formosa sp. Hel1_33_131,database
0,2.20E-05,58,IonXpress_001_NF002-centrifuge_report,Formosa sp. Hel3_A1_48,database
0,2.05E-05,54,IonXpress_001_NF002-centrifuge_report,Calothrix sp. 336/3,database
7.79E-08,3.11E-05,82,IonXpress_001_NF002-centrifuge_report,Pseudomonas sp. JY-Q,database
0,3.64E-05,96,IonXpress_001_NF002-centrifuge_report,Geobacter anodireducens,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Mycobacterium phage Wanda,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Synechococcus phage S-MbCM100,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Mycobacterium phage KayaCho,database
0,5.69E-06,15,IonXpress_001_NF002-centrifuge_report,Bifidobacterium indicum,database
0,6.45E-06,17,IonXpress_001_NF002-centrifuge_report,Palaeococcus pacificus,database
0,2.65E-06,7,IonXpress_001_NF002-centrifuge_report,Archaeoglobus fulgidus,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Peridroma alphabaculovirus,database
0,2.09E-05,55,IonXpress_001_NF002-centrifuge_report,Pseudoalteromonas sp. OCN003,database
0,2.54E-05,67,IonXpress_001_NF002-centrifuge_report,Cellulophaga baltica,database
4.03E-08,4.29E-05,113,IonXpress_001_NF002-centrifuge_report,Corynebacterium argentoratense,database
4.31E-07,0.000180917,477,IonXpress_001_NF002-centrifuge_report,Croceicoccus naphthovorans,database
0,1.67E-05,44,IonXpress_001_NF002-centrifuge_report,Pandoravirus dulcis,database
0,1.33E-05,35,IonXpress_001_NF002-centrifuge_report,Pandoravirus salinus,database
1.37E-08,0.00026929,710,IonXpress_001_NF002-centrifuge_report,Janthinobacterium agaricidamnosum,database
0,0.000146782,387,IonXpress_001_NF002-centrifuge_report,Aureimonas sp. AU20,database
0,1.52E-06,4,IonXpress_001_NF002-centrifuge_report,Synechococcus sp. UTEX 2973,database
0,1.33E-05,35,IonXpress_001_NF002-centrifuge_report,Clostridium chauvoei,database
2.64E-08,0.00043807,1155,IonXpress_001_NF002-centrifuge_report,Mycobacterium vaccae,database
0,2.16E-05,57,IonXpress_001_NF002-centrifuge_report,Xenorhabdus poinarii,database
4.17E-08,0.000188124,496,IonXpress_001_NF002-centrifuge_report,Streptomyces pluripotens,database
1.65E-33,0.000473343,1248,IonXpress_001_NF002-centrifuge_report,Bradyrhizobium diazoefficiens,database
0,7.89E-05,208,IonXpress_001_NF002-centrifuge_report,Hymenobacter sp. APR13,database
0,3.79E-06,10,IonXpress_001_NF002-centrifuge_report,Caulobacter phage Cr30,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Microcystis phage MaMV-DC,database
9.45E-07,0.00254953,6722,IonXpress_001_NF002-centrifuge_report,Arthrobacter sp. QXT-31,database
1.98E-07,0.000410762,1083,IonXpress_001_NF002-centrifuge_report,Sphingopyxis sp. QXT-31,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Thermofilum adornatus,database
0,8.72E-06,23,IonXpress_001_NF002-centrifuge_report,Borrelia anserina,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Hemileuca sp. nucleopolyhedrovirus,database
7.57E-18,9.48E-06,25,IonXpress_001_NF002-centrifuge_report,Bacillus infantis,database
2.22E-38,0.000210122,554,IonXpress_001_NF002-centrifuge_report,Paracoccus aminophilus,database
9.98E-08,0.000625435,1649,IonXpress_001_NF002-centrifuge_report,Dyella jiangningensis,database
1.05E-61,0.000115302,304,IonXpress_001_NF002-centrifuge_report,Gemmatimonas phototrophica,database
0,8.34E-06,22,IonXpress_001_NF002-centrifuge_report,Methanobacterium sp. MB1,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Circoviridae 8 LDMD-2013,database
0,4.17E-05,110,IonXpress_001_NF002-centrifuge_report,Spirosoma radiotolerans,database
1.77E-08,2.69E-05,71,IonXpress_001_NF002-centrifuge_report,Rufibacter sp. DG15C,database
0,3.60E-05,95,IonXpress_001_NF002-centrifuge_report,Rufibacter sp. DG31D,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Mycobacterium phage Phelemich,database
0,8.23E-05,217,IonXpress_001_NF002-centrifuge_report,Methyloceanibacter caenitepidi,database
0,5.23E-05,138,IonXpress_001_NF002-centrifuge_report,Adlercreutzia equolifaciens,database
0,3.64E-05,96,IonXpress_001_NF002-centrifuge_report,Hymenobacter sp. DG25A,database
0,4.70E-05,124,IonXpress_001_NF002-centrifuge_report,Hymenobacter sp. DG25B,database
0,0.000207467,547,IonXpress_001_NF002-centrifuge_report,Paludisphaera borealis,database
0,1.52E-06,4,IonXpress_001_NF002-centrifuge_report,Campylobacter subantarcticus,database
0,6.07E-06,16,IonXpress_001_NF002-centrifuge_report,Campylobacter peloridis,database
1.12E-16,8.69E-05,229,IonXpress_001_NF002-centrifuge_report,Pseudomonas mosselii,database
1.12E-40,0.000139955,369,IonXpress_001_NF002-centrifuge_report,Cupriavidus sp. USMAHM13,database
2.46E-07,0.000273083,720,IonXpress_001_NF002-centrifuge_report,Sphingomonas sp. LK11,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Faeces associated gemycircularvirus 11,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Escherichia phage vB_EcoP_PhAPEC7,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Escherichia phage vB_EcoM_PhAPEC2,database
0,3.41E-06,9,IonXpress_001_NF002-centrifuge_report,Escherichia phage 4MG,database
