pct,Experiment,mixture,tax_name,tool,reads
0.000000855,E.coli - S.saprophyticus,99.9/0.1,Streptococcus dysgalactiae,CLARK,1
4.27E-06,E.coli - S.saprophyticus,99.9/0.1,Streptomyces sp. SPB074,CLARK,1
2.56E-06,E.coli - S.saprophyticus,99.9/0.1,Thiocystis violascens,CLARK,1
1.71E-06,E.coli - S.saprophyticus,99.9/0.1,Thioflavicoccus mobilis,CLARK,1
0.000000855,E.coli - S.saprophyticus,99.9/0.1,Vibrio alginolyticus,CLARK,1
1.71E-06,E.coli - S.saprophyticus,99.9/0.1,Vibrio anguillarum,CLARK,1
1.71E-06,E.coli - S.saprophyticus,99.9/0.1,Vibrio antiquarius,CLARK,1
1.03E-05,E.coli - S.saprophyticus,99.9/0.1,Vibrio campbellii,CLARK,1
2.56E-06,E.coli - S.saprophyticus,99.9/0.1,Vibrio cholerae,CLARK,1
1.71E-06,E.coli - S.saprophyticus,99.9/0.1,Vibrio coralliilyticus,CLARK,1
1.71E-06,E.coli - S.saprophyticus,99.9/0.1,Vibrio furnissii,CLARK,1
0.000000855,E.coli - S.saprophyticus,99.9/0.1,Vibrio harveyi,CLARK,1
4.27E-06,E.coli - S.saprophyticus,99.9/0.1,Vibrio vulnificus,CLARK,1
1.71E-06,E.coli - S.saprophyticus,99.9/0.1,Vibrionales bacterium SWAT-3,CLARK,1
0.000000855,E.coli - S.saprophyticus,99.9/0.1,Xenorhabdus bovienii,CLARK,1
1.71E-06,E.coli - S.saprophyticus,99.9/0.1,Yersinia aldovae,CLARK,1
0.000017093,E.coli - S.saprophyticus,99.9/0.1,Yersinia enterocolitica,CLARK,1
0.000000855,E.coli - S.saprophyticus,99.9/0.1,Yersinia frederiksenii,CLARK,1
2.82E-05,E.coli - S.saprophyticus,99.9/0.1,Yersinia intermedia,CLARK,1
0.000000855,E.coli - S.saprophyticus,99.9/0.1,Yersinia mollaretii,CLARK,1
0.000179477,E.coli - S.saprophyticus,99.9/0.1,Yersinia pestis,CLARK,1
2.56E-06,E.coli - S.saprophyticus,99.9/0.1,Yersinia pseudotuberculosis,CLARK,1
1.71E-06,E.coli - S.saprophyticus,99.9/0.1,Yersinia rohdei,CLARK,1
2.56E-06,E.coli - S.saprophyticus,99.9/0.1,Yersinia ruckeri,CLARK,1
3.42E-06,E.coli - S.saprophyticus,99.9/0.1,[Mannheimia] succiniciproducens,CLARK,1
0.000000855,E.coli - S.saprophyticus,99.9/0.1,gamma proteobacterium NOR5-3,CLARK,1
1.71E-06,E.coli - S.saprophyticus,99.9/0.1,secondary endosymbiont of Ctenarytaina eucalypti,CLARK,1
0.000000855,E.coli - S.saprophyticus,99.9/0.1,secondary endosymbiont of Heteropsylla cubana,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Actinobacillus minor,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Aeromonas veronii,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Aggregatibacter actinomycetemcomitans,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Alcanivorax dieselolei,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Aliivibrio salmonicida,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Allochromatium vinosum,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Alteromonas mediterranea,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Anaplasma phagocytophilum,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Bibersteinia trehalosi,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Brucella melitensis,CLARK,1
2.22E-05,E.coli - S.flexneri,0.1/99.9,Buchnera aphidicola,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Burkholderia graminis,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Burkholderia pseudomallei,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Candidatus Pantoea carbekii,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Carnobacterium maltaromaticum,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Chelativorans sp. BNC1,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Chloroflexus aggregans,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Chromohalobacter salexigens,CLARK,1
5.54E-05,E.coli - S.flexneri,0.1/99.9,Citrobacter freundii,CLARK,1
0.000118228,E.coli - S.flexneri,0.1/99.9,Citrobacter koseri,CLARK,1
9.61E-05,E.coli - S.flexneri,0.1/99.9,Citrobacter rodentium,CLARK,1
4.80E-05,E.coli - S.flexneri,0.1/99.9,Citrobacter youngae,CLARK,1
2.96E-05,E.coli - S.flexneri,0.1/99.9,Clostridiales bacterium 1_7_47FAA,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Corynebacterium diphtheriae,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Corynebacterium glutamicum,CLARK,1
0.000099755,E.coli - S.flexneri,0.1/99.9,Cronobacter sakazakii,CLARK,1
4.43E-05,E.coli - S.flexneri,0.1/99.9,Cronobacter turicensis,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Cyanothece sp. ATCC 51142,CLARK,1
5.54E-05,E.coli - S.flexneri,0.1/99.9,Desulfotalea psychrophila,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Dickeya dadantii,CLARK,1
2.22E-05,E.coli - S.flexneri,0.1/99.9,Dickeya zeae,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Edwardsiella ictaluri,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Edwardsiella tarda,CLARK,1
3.69E-05,E.coli - S.flexneri,0.1/99.9,Enterobacter aerogenes,CLARK,1
5.17E-05,E.coli - S.flexneri,0.1/99.9,Enterobacter asburiae,CLARK,1
0.000203205,E.coli - S.flexneri,0.1/99.9,Enterobacter cloacae,CLARK,1
0.000107144,E.coli - S.flexneri,0.1/99.9,Enterobacter lignolyticus,CLARK,1
5.17E-05,E.coli - S.flexneri,0.1/99.9,Enterobacter sp. 638,CLARK,1
5.17E-05,E.coli - S.flexneri,0.1/99.9,Enterobacter sp. R4-368,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Enterobacteria phage phiP27,CLARK,1
0.000114534,E.coli - S.flexneri,0.1/99.9,Enterobacteriaceae bacterium strain FGI 57,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Enterococcus faecium,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Erwinia amylovora,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Erwinia billingiae,CLARK,1
0.000243846,E.coli - S.flexneri,0.1/99.9,Erwinia pyrifoliae,CLARK,1
8.87E-05,E.coli - S.flexneri,0.1/99.9,Erwinia sp. Ejp617,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Erwinia tasmaniensis,CLARK,1
0.0184067,E.coli - S.flexneri,0.1/99.9,Escherichia coli,CLARK,1
0.00045444,E.coli - S.flexneri,0.1/99.9,Escherichia fergusonii,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Ferrimonas balearica,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Gardnerella vaginalis,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Geobacillus thermoglucosidasius,CLARK,1
1.11E-05,E.coli - S.flexneri,0.1/99.9,Glaciecola sp. 4H-3-7+YE-5,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Haemophilus influenzae,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Hahella chejuensis,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Halothiobacillus neapolitanus,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Idiomarina baltica,CLARK,1
2.96E-05,E.coli - S.flexneri,0.1/99.9,Klebsiella oxytoca,CLARK,1
0.00015148,E.coli - S.flexneri,0.1/99.9,Klebsiella pneumoniae,CLARK,1
3.69E-05,E.coli - S.flexneri,0.1/99.9,Klebsiella variicola,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Lactobacillus acidophilus,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Lactobacillus brevis,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Lactobacillus coleohominis,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Legionella longbeachae,CLARK,1
5.54E-05,E.coli - S.flexneri,0.1/99.9,Legionella pneumophila,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Mannheimia haemolytica,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Methylomicrobium alcaliphilum,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Monomastix sp. OKE-1,CLARK,1
1.48E-05,E.coli - S.flexneri,0.1/99.9,Morganella morganii,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Neisseria elongata,CLARK,1
2.59E-05,E.coli - S.flexneri,0.1/99.9,Neisseria meningitidis,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Nitratifractor salsuginis,CLARK,1
2.59E-05,E.coli - S.flexneri,0.1/99.9,Pantoea ananatis,CLARK,1
2.22E-05,E.coli - S.flexneri,0.1/99.9,Pantoea sp. At-9b,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Pantoea vagans,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Pectobacterium atrosepticum,CLARK,1
0.000070198,E.coli - S.flexneri,0.1/99.9,Pectobacterium carotovorum,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Pectobacterium sp. SCC3193,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Pectobacterium wasabiae,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Photobacterium angustum,CLARK,1
4.06E-05,E.coli - S.flexneri,0.1/99.9,Photobacterium profundum,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Photorhabdus asymbiotica,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Photorhabdus luminescens,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Plasmodium knowlesi,CLARK,1
0.000110839,E.coli - S.flexneri,0.1/99.9,Plautia stali symbiont,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Proteus mirabilis,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Providencia alcalifaciens,CLARK,1
1.11E-05,E.coli - S.flexneri,0.1/99.9,Providencia stuartii,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Pseudoalteromonas sp. SM9913,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Pseudoalteromonas tunicata,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Pseudomonas entomophila,CLARK,1
1.11E-05,E.coli - S.flexneri,0.1/99.9,Pseudomonas putida,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Pseudomonas sp. TKP,CLARK,1
1.48E-05,E.coli - S.flexneri,0.1/99.9,Rahnella aquatilis,CLARK,1
7.39E-05,E.coli - S.flexneri,0.1/99.9,Raoultella ornithinolytica,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Salinibacter ruber,CLARK,1
7.39E-05,E.coli - S.flexneri,0.1/99.9,Salmonella bongori,CLARK,1
0.013877,E.coli - S.flexneri,0.1/99.9,Salmonella enterica,CLARK,1
2.59E-05,E.coli - S.flexneri,0.1/99.9,Serratia marcescens,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Serratia odorifera,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Serratia plymuthica,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Serratia proteamaculans,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Shewanella amazonensis,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Shewanella baltica,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Shewanella benthica,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Shewanella oneidensis,CLARK,1
0.00264536,E.coli - S.flexneri,0.1/99.9,Shigella boydii,CLARK,1
0.00146677,E.coli - S.flexneri,0.1/99.9,Shigella dysenteriae,CLARK,1
0.95923,E.coli - S.flexneri,0.1/99.9,Shigella flexneri,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Shigella phage Sf6,CLARK,1
0.000543111,E.coli - S.flexneri,0.1/99.9,Shigella sonnei,CLARK,1
0.000070198,E.coli - S.flexneri,0.1/99.9,Shimwellia blattae,CLARK,1
1.85E-05,E.coli - S.flexneri,0.1/99.9,Sodalis glossinidius,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Sphingopyxis alaskensis,CLARK,1
0.000118228,E.coli - S.flexneri,0.1/99.9,Staphylococcus aureus,CLARK,1
1.11E-05,E.coli - S.flexneri,0.1/99.9,Streptococcus pneumoniae,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Teredinibacter turnerae,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Thermincola potens,CLARK,1
1.11E-05,E.coli - S.flexneri,0.1/99.9,Thermodesulfatator indicus,CLARK,1
1.11E-05,E.coli - S.flexneri,0.1/99.9,Thiomicrospira crunogena,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Tolumonas auensis,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Vibrio alginolyticus,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Vibrio anguillarum,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Vibrio campbellii,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Vibrio cholerae,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Vibrio harveyi,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Vibrio shilonii,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Vibrio sp. AND4,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Vibrio tasmaniensis,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Vibrio vulnificus,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Vibrionales bacterium SWAT-3,CLARK,1
1.11E-05,E.coli - S.flexneri,0.1/99.9,Xenorhabdus bovienii,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Yersinia aldovae,CLARK,1
4.06E-05,E.coli - S.flexneri,0.1/99.9,Yersinia enterocolitica,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Yersinia frederiksenii,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Yersinia intermedia,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Yersinia kristensenii,CLARK,1
0.000321433,E.coli - S.flexneri,0.1/99.9,Yersinia pestis,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,Yersinia pseudotuberculosis,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Yersinia rohdei,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,Yersinia ruckeri,CLARK,1
3.69E-06,E.coli - S.flexneri,0.1/99.9,beta proteobacterium KB13,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,gamma proteobacterium NOR5-3,CLARK,1
7.39E-06,E.coli - S.flexneri,0.1/99.9,secondary endosymbiont of Ctenarytaina eucalypti,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Acidithiobacillus caldus,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Actinobacillus pleuropneumoniae,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Aeromonas hydrophila,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Aeromonas veronii,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Aggregatibacter actinomycetemcomitans,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Aggregatibacter aphrophilus,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Alcanivorax dieselolei,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Alteromonas mediterranea,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Bacillus sp. NRRL B-14911,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Bacillus thuringiensis,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Bibersteinia trehalosi,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Buchnera aphidicola,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Burkholderia graminis,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Burkholderia multivorans,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Burkholderia pseudomallei,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Burkholderia rhizoxinica,CLARK,1
1.80E-05,E.coli - S.flexneri,1.0/99.0,Candidatus Pantoea carbekii,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Chelativorans sp. BNC1,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Chloroflexus aggregans,CLARK,1
6.88E-05,E.coli - S.flexneri,1.0/99.0,Citrobacter freundii,CLARK,1
0.000155645,E.coli - S.flexneri,1.0/99.0,Citrobacter koseri,CLARK,1
0.000107754,E.coli - S.flexneri,1.0/99.0,Citrobacter rodentium,CLARK,1
4.49E-05,E.coli - S.flexneri,1.0/99.0,Citrobacter youngae,CLARK,1
3.89E-05,E.coli - S.flexneri,1.0/99.0,Clostridiales bacterium 1_7_47FAA,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Comamonas testosteroni,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Corynebacterium glutamicum,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Corynebacterium pseudotuberculosis,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Coxiella burnetii,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Crocosphaera watsonii,CLARK,1
8.08E-05,E.coli - S.flexneri,1.0/99.0,Cronobacter sakazakii,CLARK,1
3.59E-05,E.coli - S.flexneri,1.0/99.0,Cronobacter turicensis,CLARK,1
6.29E-05,E.coli - S.flexneri,1.0/99.0,Desulfotalea psychrophila,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Desulfovibrio desulfuricans,CLARK,1
2.39E-05,E.coli - S.flexneri,1.0/99.0,Dickeya dadantii,CLARK,1
1.80E-05,E.coli - S.flexneri,1.0/99.0,Dickeya zeae,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Dictyostelium discoideum,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Edwardsiella ictaluri,CLARK,1
1.20E-05,E.coli - S.flexneri,1.0/99.0,Edwardsiella tarda,CLARK,1
3.89E-05,E.coli - S.flexneri,1.0/99.0,Enterobacter aerogenes,CLARK,1
4.49E-05,E.coli - S.flexneri,1.0/99.0,Enterobacter asburiae,CLARK,1
0.000194557,E.coli - S.flexneri,1.0/99.0,Enterobacter cloacae,CLARK,1
0.000128707,E.coli - S.flexneri,1.0/99.0,Enterobacter lignolyticus,CLARK,1
7.18E-05,E.coli - S.flexneri,1.0/99.0,Enterobacter sp. 638,CLARK,1
0.000050884,E.coli - S.flexneri,1.0/99.0,Enterobacter sp. R4-368,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Enterobacteria phage phiP27,CLARK,1
9.58E-05,E.coli - S.flexneri,1.0/99.0,Enterobacteriaceae bacterium strain FGI 57,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Enterococcus faecium,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Erwinia amylovora,CLARK,1
1.20E-05,E.coli - S.flexneri,1.0/99.0,Erwinia billingiae,CLARK,1
0.000224488,E.coli - S.flexneri,1.0/99.0,Erwinia pyrifoliae,CLARK,1
8.68E-05,E.coli - S.flexneri,1.0/99.0,Erwinia sp. Ejp617,CLARK,1
8.98E-06,E.coli - S.flexneri,1.0/99.0,Erwinia tasmaniensis,CLARK,1
0.046526,E.coli - S.flexneri,1.0/99.0,Escherichia coli,CLARK,1
0.000371154,E.coli - S.flexneri,1.0/99.0,Escherichia fergusonii,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Fusobacterium nucleatum,CLARK,1
1.20E-05,E.coli - S.flexneri,1.0/99.0,Glaciecola sp. 4H-3-7+YE-5,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Granulicella mallensis,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Grimontia hollisae,CLARK,1
8.98E-06,E.coli - S.flexneri,1.0/99.0,Haemophilus influenzae,CLARK,1
8.98E-06,E.coli - S.flexneri,1.0/99.0,Heliobacterium modesticaldum,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Histophilus somni,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Idiomarina baltica,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Janthinobacterium sp. Marseille,CLARK,1
6.29E-05,E.coli - S.flexneri,1.0/99.0,Klebsiella oxytoca,CLARK,1
0.000161632,E.coli - S.flexneri,1.0/99.0,Klebsiella pneumoniae,CLARK,1
4.19E-05,E.coli - S.flexneri,1.0/99.0,Klebsiella variicola,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Lacinutrix sp. 5H-3-7-4,CLARK,1
1.20E-05,E.coli - S.flexneri,1.0/99.0,Lactobacillus brevis,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Legionella longbeachae,CLARK,1
5.99E-05,E.coli - S.flexneri,1.0/99.0,Legionella pneumophila,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Leptospira biflexa,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Mannheimia haemolytica,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Methylophaga frappieri,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Methylophaga thiooxydans,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Morganella morganii,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Moritella sp. PE36,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Neisseria elongata,CLARK,1
1.20E-05,E.coli - S.flexneri,1.0/99.0,Neisseria lactamica,CLARK,1
1.20E-05,E.coli - S.flexneri,1.0/99.0,Neisseria meningitidis,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Nonlabens dokdonensis,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Oceanimonas sp. GK1,CLARK,1
2.99E-05,E.coli - S.flexneri,1.0/99.0,Pantoea ananatis,CLARK,1
1.80E-05,E.coli - S.flexneri,1.0/99.0,Pantoea vagans,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Pectobacterium atrosepticum,CLARK,1
9.28E-05,E.coli - S.flexneri,1.0/99.0,Pectobacterium carotovorum,CLARK,1
0.000032925,E.coli - S.flexneri,1.0/99.0,Photobacterium profundum,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Photorhabdus luminescens,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Plasmodium falciparum,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Plasmodium knowlesi,CLARK,1
7.78E-05,E.coli - S.flexneri,1.0/99.0,Plautia stali symbiont,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Plesiocystis pacifica,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Proteus mirabilis,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Providencia alcalifaciens,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Providencia stuartii,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Pseudoalteromonas sp. SM9913,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Pseudomonas entomophila,CLARK,1
8.98E-06,E.coli - S.flexneri,1.0/99.0,Pseudomonas putida,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Pseudomonas sp. VLB120,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Pseudomonas stutzeri,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Pseudomonas syringae group genomosp. 3,CLARK,1
1.50E-05,E.coli - S.flexneri,1.0/99.0,Rahnella aquatilis,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Ralstonia solanacearum,CLARK,1
0.000032925,E.coli - S.flexneri,1.0/99.0,Raoultella ornithinolytica,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Rickettsiella grylli,CLARK,1
6.29E-05,E.coli - S.flexneri,1.0/99.0,Salmonella bongori,CLARK,1
0.0131071,E.coli - S.flexneri,1.0/99.0,Salmonella enterica,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Salmonella phage HK620,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Serratia liquefaciens,CLARK,1
0.000032925,E.coli - S.flexneri,1.0/99.0,Serratia marcescens,CLARK,1
5.99E-06,E.coli - S.flexneri,1.0/99.0,Serratia odorifera,CLARK,1
2.10E-05,E.coli - S.flexneri,1.0/99.0,Serratia plymuthica,CLARK,1
8.98E-06,E.coli - S.flexneri,1.0/99.0,Serratia proteamaculans,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Shewanella amazonensis,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Shewanella oneidensis,CLARK,1
0.00272978,E.coli - S.flexneri,1.0/99.0,Shigella boydii,CLARK,1
0.00143673,E.coli - S.flexneri,1.0/99.0,Shigella dysenteriae,CLARK,1
0.931744,E.coli - S.flexneri,1.0/99.0,Shigella flexneri,CLARK,1
0.000712376,E.coli - S.flexneri,1.0/99.0,Shigella sonnei,CLARK,1
6.58E-05,E.coli - S.flexneri,1.0/99.0,Shimwellia blattae,CLARK,1
2.10E-05,E.coli - S.flexneri,1.0/99.0,Sodalis glossinidius,CLARK,1
0.000101768,E.coli - S.flexneri,1.0/99.0,Staphylococcus aureus,CLARK,1
8.98E-06,E.coli - S.flexneri,1.0/99.0,Staphylococcus pseudintermedius,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Stenotrophomonas maltophilia,CLARK,1
1.80E-05,E.coli - S.flexneri,1.0/99.0,Streptococcus pneumoniae,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Streptococcus suis,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Stx2-converting phage 1717,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Taylorella equigenitalis,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Thioalkalivibrio sp. K90mix,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Tolumonas auensis,CLARK,1
8.98E-06,E.coli - S.flexneri,1.0/99.0,Vibrio anguillarum,CLARK,1
2.99E-06,E.coli - S.flexneri,1.0/99.0,Vibrio campbellii,CLARK,1
