abundance,pct,reads,sample,tax_name
0,0.000104732,713,Patient2,Streptomyces cyaneogriseus
0,0.000113251,771,Patient2,Streptomyces fulvissimus
0,0.000138222,941,Patient2,Streptomyces griseochromogenes
0,0.000102822,700,Patient2,Streptomyces pactum
1.58E-17,0.000207994,1416,Patient2,Streptomyces violaceusniger
5.57E-22,0.000186402,1269,Patient2,Streptomyces albulus
3.62E-08,0.000105319,717,Patient2,Cupriavidus basilensis
3.49E-09,4.47E-05,304,Patient2,Deinococcus geothermalis
1.40E-08,3.70E-05,252,Patient2,Pseudomonas sp. VLB120
0,6.15E-05,419,Patient2,Caulobacter henricii
0,5.88E-07,4,Patient2,Petrotoga mobilis
0,1.97E-05,134,Patient2,Natrinema pellirubrum
1.15E-07,1.67E-05,114,Patient2,Selenomonas sputigena
0,7.64E-06,52,Patient2,Macrococcus caseolyticus
0,7.64E-06,52,Patient2,Staphylococcus condimenti
6.67E-08,2.39E-05,163,Patient2,Pseudomonas plecoglossicida
0,3.38E-06,23,Patient2,Shewanella oneidensis
0,5.43E-06,37,Patient2,Shewanella pealeana
2.73E-16,8.75E-05,596,Patient2,Mesorhizobium amorphae
0,1.91E-06,13,Patient2,Waddlia chondrophila
2.21E-06,0.000261756,1782,Patient2,Kocuria palustris
3.26E-07,0.000333437,2270,Patient2,Kocuria rhizophila
0.000192001,0.002318638,15785,Patient2,Human erythrovirus V9
0,1.47E-07,1,Patient2,Armadillidium vulgare iridescent virus
0,4.10E-05,279,Patient2,Thiocystis violascens
0,4.41E-07,3,Patient2,Methanocaldococcus vulcanius
2.61E-08,5.32E-05,362,Patient2,Thermaerobacter marianensis
0,7.49E-06,51,Patient2,Photobacterium profundum
3.64E-16,0.000149386,1017,Patient2,Brevundimonas subvibrioides
0,3.10E-05,211,Patient2,Maricaulis maris
5.81E-16,5.29E-05,360,Patient2,Pseudomonas balearica
5.16E-16,0.000110313,751,Patient2,Paraburkholderia caribensis
1.34E-07,6.60E-05,449,Patient2,Pseudomonas mandelii
2.83E-22,9.47E-05,645,Patient2,Castellaniella defragrans
0,1.47E-07,1,Patient2,Thermocrinis ruber
1.93E-17,5.14E-06,35,Patient2,Mannheimia haemolytica
2.96E-07,1.76E-05,120,Patient2,Prevotella enoeca
0,1.18E-06,8,Patient2,Campylobacter hominis
0,1.95E-05,133,Patient2,Cellulophaga baltica
1.62E-07,0.000213723,1455,Patient2,Roseateles depolymerans
2.20E-07,6.11E-05,416,Patient2,Pseudomonas monteilii
3.32E-08,1.32E-06,9,Patient2,Myroides odoratimimus
0,1.76E-06,12,Patient2,Solibacillus silvestris
1.29E-07,3.67E-06,25,Patient2,Streptococcus constellatus
0,2.94E-07,2,Patient2,Helicobacter typhlonius
0,2.94E-07,2,Patient2,Wolbachia endosymbiont of Drosophila simulans
0,1.89E-05,129,Patient2,Parascardovia denticolens
0,3.23E-06,22,Patient2,Scardovia inopinata
4.69E-16,3.91E-05,266,Patient2,Pseudomonas mosselii
0,1.20E-05,82,Patient2,Mycobacterium canettii
4.71E-28,4.13E-05,281,Patient2,Asticcacaulis excentricus
0,4.41E-06,30,Patient2,Desulfosporosinus meridiei
1.62E-08,1.95E-05,133,Patient2,Chitinophaga pinensis
0,1.18E-05,80,Patient2,Denitrobacterium detoxificans
0,4.41E-06,30,Patient2,Bacillus clausii
0,3.38E-06,23,Patient2,Bacillus pseudofirmus
0,4.26E-06,29,Patient2,Erwinia pyrifoliae
0,1.47E-07,1,Patient2,Equid herpesvirus 3
0,4.89E-05,333,Patient2,Thioflavicoccus mobilis
0,0.00011046,752,Patient2,Haliangium ochraceum
1.48E-08,7.33E-05,499,Patient2,Herbaspirillum rubrisubalbicans
0,8.81E-07,6,Patient2,Wolbachia endosymbiont of Brugia malayi
0,7.34E-06,50,Patient2,Aliivibrio wodanis
0,4.11E-06,28,Patient2,Moritella viscosa
9.58E-08,0.000108698,740,Patient2,Delftia acidovorans
7.34E-12,0.000131906,898,Patient2,Acidovorax avenae
3.47E-08,0.000124415,847,Patient2,Acidovorax citrulli
0,2.79E-06,19,Patient2,Treponema brennaborense
0,3.06E-05,208,Patient2,Hyphomonas neptunium
0,7.64E-06,52,Patient2,Thermanaerovibrio acidaminovorans
0,4.41E-07,3,Patient2,Aminobacterium colombiense
3.66E-08,6.90E-05,470,Patient2,Frateuria aurantia
0,1.18E-06,8,Patient2,Picrophilus torridus
6.95E-07,0.000215045,1464,Patient2,Cupriavidus gilardii
0,7.64E-06,52,Patient2,Pseudanabaena sp. PCC 7367
2.65E-29,3.53E-06,24,Patient2,Obesumbacterium proteus
0,2.79E-06,19,Patient2,Pragia fontium
1.06E-07,1.56E-05,106,Patient2,Serratia plymuthica
0,2.20E-06,15,Patient2,Methanocaldococcus fervens
5.02E-08,6.87E-05,468,Patient2,Mycobacterium immunogenum
0,7.18E-05,489,Patient2,Aminobacter aminovorans
0,8.96E-06,61,Patient2,gamma proteobacterium HdN1
0,6.17E-05,420,Patient2,Myxococcus stipitatus
0,8.81E-07,6,Patient2,Parachlamydia acanthamoebae
0,1.47E-07,1,Patient2,Chlamydia psittaci
0,1.47E-07,1,Patient2,Chlamydia abortus
0,4.41E-07,3,Patient2,Chlamydia felis
0,4.41E-07,3,Patient2,Chlamydia caviae
0,2.94E-07,2,Patient2,Chlamydia pneumoniae
0,8.81E-07,6,Patient2,Chlamydia muridarum
0,5.58E-06,38,Patient2,Simkania negevensis
6.66E-07,5.29E-05,360,Patient2,Stenotrophomonas nitritireducens
6.19E-07,5.57E-05,379,Patient2,Leclercia adecarboxylata
0,1.47E-06,10,Patient2,Methanobrevibacter ruminantium
0,4.41E-07,3,Patient2,Methanocorpusculum labreanum
0,4.55E-06,31,Patient2,Methanoculleus bourgensis
0,2.64E-06,18,Patient2,Clostridium aceticum
0,7.34E-07,5,Patient2,Clostridium autoethanogenum
0,4.99E-06,34,Patient2,[Clostridium] saccharolyticum
0,1.32E-05,90,Patient2,Slackia heliotrinireducens
2.04E-08,3.45E-05,235,Patient2,Eggerthella lenta
0,6.45E-05,439,Patient2,Magnetospirillum magneticum
0,1.91E-06,13,Patient2,Cryptobacterium curtum
8.20E-07,0.000155996,1062,Patient2,Microbacterium chocolatum
0,8.81E-07,6,Patient2,Brachyspira intermedia
0,1.03E-06,7,Patient2,Brachyspira murdochii
0,2.20E-06,15,Patient2,Hippea maritima
6.93E-21,0.000181114,1233,Patient2,Lysobacter antibioticus
0,4.41E-07,3,Patient2,Synechococcus sp. WH 8102
0,4.41E-07,3,Patient2,Salmon pancreas disease virus
0,8.23E-06,56,Patient2,Taylorella asinigenitalis
1.97E-06,0.000300828,2048,Patient2,Gordonia polyisoprenivorans
0,1.18E-06,8,Patient2,Staphylothermus hellenicus
4.81E-08,0.000224593,1529,Patient2,Beutenbergia cavernae
0,3.23E-06,22,Patient2,Desulfotalea psychrophila
7.62E-07,0.001765896,12022,Patient2,Pseudarthrobacter chlorophenolicus
1.35E-07,7.05E-06,48,Patient2,Mannheimia varigena
5.77E-06,0.000422746,2878,Patient2,Thauera sp. MZ1T
0,5.73E-06,39,Patient2,[Bacillus] selenitireducens
6.52E-08,0.00029554,2012,Patient2,Achromobacter xylosoxidans
0,1.62E-06,11,Patient2,Bartonella tribocorum
0,4.26E-06,29,Patient2,Thermacetogenium phaeum
0,4.41E-07,3,Patient2,Chlamydia pecorum
0,7.34E-07,5,Patient2,endosymbiont of Acanthamoeba sp. UWC8
0,2.35E-06,16,Patient2,Syntrophothermus lipocalidus
0,8.08E-06,55,Patient2,Saccharophagus degradans
0,1.32E-06,9,Patient2,Methanoculleus sp. MAB1
0,4.41E-07,3,Patient2,Mycoplasma dispar
0,1.62E-06,11,Patient2,Bacillus weihenstephanensis
0,3.97E-06,27,Patient2,Bacillus halodurans
0,4.99E-06,34,Patient2,Aerococcus christensenii
1.04E-07,0.000261462,1780,Patient2,Burkholderia multivorans
0,3.67E-06,25,Patient2,Treponema primitia
2.54E-20,0.000116923,796,Patient2,Caulobacter segnis
0,4.41E-07,3,Patient2,Mycobacterium phage TM4
0,4.95E-05,337,Patient2,Corynebacterium terpenotabidum
0,6.74E-05,459,Patient2,Ruegeria pomeroyi
0,2.20E-06,15,Patient2,Candidatus Paracaedibacter acanthamoebae
0,7.49E-06,51,Patient2,Asaia bogorensis
0,1.47E-06,10,Patient2,Thioalkalimicrobium aerophilum
1.58E-07,8.81E-07,6,Patient2,[Brevibacterium] flavum
0,3.67E-05,250,Patient2,Ketogulonicigenium vulgare
3.98E-23,3.76E-05,256,Patient2,Pandoraea apista
1.15E-37,4.52E-05,308,Patient2,Pandoraea norimbergensis
9.00E-08,7.81E-05,532,Patient2,Pandoraea pnomenusa
0,5.57E-05,379,Patient2,Pandoraea pulmonicola
1.32E-08,3.80E-05,259,Patient2,Pandoraea sputorum
0,1.32E-05,90,Patient2,Edwardsiella hoshinae
0,3.08E-06,21,Patient2,Fervidobacterium pennivorans
0,1.47E-07,1,Patient2,Thermotoga petrophila
0,5.88E-07,4,Patient2,Thermotoga naphthophila
9.97E-08,1.12E-05,76,Patient2,Shewanella sp. ANA-3
2.64E-07,0.00055377,3770,Patient2,Ramlibacter tataouinensis
0,2.54E-05,173,Patient2,Dyadobacter fermentans
2.43E-18,6.65E-05,453,Patient2,Bordetella petrii
0,8.26E-05,562,Patient2,Burkholderia stabilis
2.38E-07,0.000247801,1687,Patient2,Burkholderia cenocepacia
1.98E-07,1.01E-05,69,Patient2,Legionella fallonii
3.56E-08,8.83E-05,601,Patient2,Flavobacterium psychrophilum
0,7.05E-06,48,Patient2,Halobacteriovorax marinus
0,4.41E-07,3,Patient2,Ferroplasma acidarmanus
0,1.32E-06,9,Patient2,Anaerobaculum mobile
0,8.81E-07,6,Patient2,Lactobacillus mucosae
0,1.76E-06,12,Patient2,Bacillus sp. OxB-1
0,2.79E-06,19,Patient2,Calothrix sp. PCC 7507
0,1.32E-06,9,Patient2,Onion yellows phytoplasma
0,4.85E-06,33,Patient2,Chloroherpeton thalassium
0,1.47E-07,1,Patient2,Wolbachia endosymbiont of Onchocerca ochengi
0,1.47E-06,10,Patient2,Methanomethylovorans hollandica
0,1.01E-05,69,Patient2,Aequorivita sublithincola
0,1.47E-07,1,Patient2,Candidatus Blochmannia pennsylvanicus
1.01E-07,0.000528065,3595,Patient2,Burkholderia ubonensis
0,1.47E-07,1,Patient2,Thysanoplusia orichalcea nucleopolyhedrovirus
0,3.08E-06,21,Patient2,Stanieria cyanosphaera
0,1.47E-06,10,Patient2,Desulfotomaculum gibsoniae
9.91E-07,1.88E-05,128,Patient2,Streptococcus infantarius
0,2.20E-06,15,Patient2,Nostoc sp. PCC 7120
0,0.000291721,1986,Patient2,Saccharothrix espanaensis
1.58E-14,3.07E-05,209,Patient2,Rhodococcus pyridinivorans
9.17E-08,0.000133228,907,Patient2,Bordetella hinzii
2.12E-06,0.000329618,2244,Patient2,Ralstonia mannitolilytica
4.43E-07,0.000429356,2923,Patient2,Methylibium petroleiphilum
1.35E-26,0.000136019,926,Patient2,Frankia casuarinae
8.56E-08,0.000199622,1359,Patient2,Cupriavidus necator
0,6.55E-05,446,Patient2,Ensifer adhaerens
0,3.88E-05,264,Patient2,Thioalkalivibrio versutus
2.66E-07,4.55E-05,310,Patient2,Acinetobacter nosocomialis
0,6.13E-05,417,Patient2,Opitutus terrae
0,4.01E-05,273,Patient2,Thioalkalivibrio paradoxus
8.89E-08,4.23E-05,288,Patient2,Corynebacterium falsenii
0,7.34E-07,5,Patient2,Rickettsia monacensis
0,2.94E-07,2,Patient2,Thermococcus guaymasensis
0,2.75E-05,187,Patient2,Sinorhizobium medicae
0,1.91E-06,13,Patient2,Pelotomaculum thermopropionicum
1.30E-08,0.000196831,1340,Patient2,Mycobacterium vanbaalenii
0,2.64E-06,18,Patient2,Synechococcus sp. CC9605
2.13E-20,0.000147917,1007,Patient2,Actinomyces radicidentis
0,8.37E-06,57,Patient2,Muricauda ruestringensis
0,4.41E-07,3,Patient2,Leptolyngbya sp. PCC 7376
0,2.50E-06,17,Patient2,Sulfolobus tokodaii
0,3.08E-06,21,Patient2,Bathymodiolus septemdierum thioautotrophic gill symbiont
0,1.47E-06,10,Patient2,Geoglobus ahangari
0,8.81E-07,6,Patient2,Candidatus Carsonella ruddii
0,1.47E-07,1,Patient2,Lactococcus phage ul36
9.99E-09,0.000141894,966,Patient2,Bradyrhizobium sp. ORS 278
5.75E-26,0.00016569,1128,Patient2,Methylobacterium nodulans
5.01E-07,0.000126912,864,Patient2,Sphingopyxis alaskensis
0,1.62E-06,11,Patient2,Denitrovibrio acetiphilus
0,3.67E-06,25,Patient2,Oscillatoria acuminata
0,3.67E-06,25,Patient2,Aerococcus sanguinicola
3.71E-07,9.17E-05,624,Patient2,Cupriavidus metallidurans
0,1.47E-07,1,Patient2,Pseudothermotoga thermarum
0,7.05E-06,48,Patient2,Syntrophobacter fumaroxidans
0,7.05E-06,48,Patient2,Marinomonas mediterranea
0,2.00E-05,136,Patient2,Roseiflexus castenholzii
1.70E-07,0.001340212,9124,Patient2,Pseudarthrobacter sulfonivorans
7.33E-08,7.55E-05,514,Patient2,Pannonibacter phragmitetus
1.68E-08,6.24E-05,425,Patient2,Bordetella trematum
5.28E-07,0.00016525,1125,Patient2,Stenotrophomonas acidaminiphila
0,4.41E-07,3,Patient2,Aerococcus urinaehominis
8.53E-08,4.11E-06,28,Patient2,Geobacillus subterraneus
0,1.47E-07,1,Patient2,Pseudocowpox virus
0,2.94E-07,2,Patient2,Bovine papular stomatitis virus
0,1.91E-06,13,Patient2,Carboxydothermus hydrogenoformans
0,0.000367516,2502,Patient2,Kineococcus radiotolerans
0,7.64E-06,52,Patient2,Desulfomicrobium orale
0,9.42E-05,641,Patient2,Rhodococcus jostii
0,8.81E-07,6,Patient2,Exiguobacterium antarcticum
0,2.85E-05,194,Patient2,Caldilinea aerophila
0,2.64E-06,18,Patient2,Nitrosococcus halophilus
1.59E-08,6.26E-05,426,Patient2,Leisingera methylohalidivorans
0,1.32E-05,90,Patient2,Olsenella uli
0,1.47E-07,1,Patient2,secondary endosymbiont of Heteropsylla cubana
8.88E-08,5.82E-05,396,Patient2,Paraburkholderia fungorum
1.50E-18,0.000188311,1282,Patient2,Mycobacterium goodii
1.86E-08,0.000405266,2759,Patient2,Actinoplanes sp. SE50/110
0,4.70E-06,32,Patient2,Ureaplasma parvum
6.33E-08,0.000151295,1030,Patient2,Nocardia cyriacigeorgica
0,5.14E-06,35,Patient2,Idiomarina loihiensis
0,1.47E-06,10,Patient2,Bacillus endophyticus
0,5.88E-07,4,Patient2,Thermocrinis albus
7.95E-08,1.15E-05,78,Patient2,Leuconostoc kimchii
3.19E-17,3.97E-05,270,Patient2,Corynebacterium testudinoris
1.16E-07,1.56E-05,106,Patient2,Weissella cibaria
3.55E-07,0.000749867,5105,Patient2,Blastococcus saxobsidens
0,3.97E-06,27,Patient2,Helicobacter cetorum
4.40E-25,0.000261756,1782,Patient2,Isoptericola variabilis
0,8.81E-07,6,Patient2,Desulfitobacterium metallireducens
4.81E-07,5.29E-06,36,Patient2,Filifactor alocis
0,1.91E-06,13,Patient2,[Eubacterium] sulci
0,8.81E-07,6,Patient2,Methanothermobacter marburgensis
0,1.91E-05,130,Patient2,Rathayibacter toxicus
0,2.44E-05,166,Patient2,Thermosynechococcus elongatus
0,1.48E-05,101,Patient2,Halorhabdus utahensis
5.28E-07,0.00015203,1035,Patient2,Corynebacterium simulans
2.00E-08,2.59E-05,176,Patient2,Salinibacter ruber
4.82E-15,0.000106347,724,Patient2,Streptomyces parvulus
1.21E-06,0.000166572,1134,Patient2,Azospira oryzae
0,2.94E-06,20,Patient2,Thioalkalimicrobium cyclicum
1.44E-05,0.000363109,2472,Patient2,Carnobacterium inhibens
0,6.26E-05,426,Patient2,Paraburkholderia phymatum
0,1.91E-06,13,Patient2,Sulfuricurvum kujiense
0,1.47E-06,10,Patient2,Lactobacillus kunkeei
0,1.91E-06,13,Patient2,Marinitoga piezophila
1.33E-18,1.91E-06,13,Patient2,Streptococcus lutetiensis
0,3.08E-06,21,Patient2,Vibrio antiquarius
0,3.53E-06,24,Patient2,Treponema azotonutricium
0,7.34E-07,5,Patient2,Pseudomonas phage B3
0,1.57E-05,107,Patient2,Pseudopedobacter saltans
0,8.08E-06,55,Patient2,Chloroflexus aggregans
0,7.34E-07,5,Patient2,Pseudoalteromonas issachenkonii
9.88E-09,0.000127646,869,Patient2,Burkholderia ambifaria
1.51E-08,1.63E-05,111,Patient2,Burkholderia dolosa
3.31E-06,0.000150561,1025,Patient2,Sphingomonas melonis
2.89E-07,5.57E-05,379,Patient2,Corynebacterium efficiens
0,1.89E-05,129,Patient2,Kozakia baliensis
0,3.53E-06,24,Patient2,Nitrosomonas sp. AL212
3.24E-07,9.11E-05,620,Patient2,Cellvibrio japonicus
0,1.03E-06,7,Patient2,Methanothermococcus okinawensis
8.43E-08,9.11E-05,620,Patient2,Caulobacter vibrioides
0,5.58E-06,38,Patient2,Acaryochloris marina
1.80E-07,0.000101647,692,Patient2,Corynebacterium imitans
3.20E-08,8.08E-06,55,Patient2,[Mannheimia] succiniciproducens
0,4.44E-05,302,Patient2,Pseudomonas parafulva
8.76E-20,3.29E-05,224,Patient2,Pseudomonas cremoricolorata
2.61E-07,0.000103997,708,Patient2,Chromohalobacter salexigens
0,1.87E-05,127,Patient2,Hahella chejuensis
2.11E-07,0.000182583,1243,Patient2,Novosphingobium resinovorum
2.35E-08,5.11E-05,348,Patient2,Bifidobacterium scardovii
0,3.86E-05,263,Patient2,Cedecea neteri
1.32E-07,1.82E-05,124,Patient2,Enterobacter hormaechei
6.65E-07,0.000480767,3273,Patient2,Collimonas fungivorans
0,1.62E-06,11,Patient2,Shamonda virus
4.50E-40,7.89E-05,537,Patient2,Roseibacterium elongatum
0,3.97E-06,27,Patient2,Paenibacillus terrae
0,4.41E-07,3,Patient2,Ignicoccus hospitalis
1.36E-16,1.65E-05,112,Patient2,Corynebacterium casei
0,3.48E-05,237,Patient2,Acidihalobacter prosperus
4.33E-06,0.0003659,2491,Patient2,Sphingomonas wittichii
0,8.52E-06,58,Patient2,Paenibacillus borealis
0,1.18E-05,80,Patient2,Acidithiobacillus ferrivorans
1.95E-08,3.82E-06,26,Patient2,Planococcus antarcticus
0,6.76E-06,46,Patient2,Pseudoalteromonas phenolica
0,0.000100472,684,Patient2,Anaeromyxobacter dehalogenans
1.26E-06,0.000101206,689,Patient2,Corynebacterium kroppenstedtii
3.23E-08,4.89E-05,333,Patient2,Corynebacterium camporealensis
1.10E-06,0.000101941,694,Patient2,Corynebacterium singulare
0,7.49E-06,51,Patient2,Paenibacillus naphthalenovorans
0,1.76E-06,12,Patient2,Thermococcus cleftensis
0,1.47E-07,1,Patient2,Wolbachia endosymbiont of Drosophila melanogaster
8.78E-09,0.000130731,890,Patient2,Streptomyces puniciscabiei
0,2.50E-06,17,Patient2,Blattabacterium punctulatus
2.72E-07,1.47E-07,1,Patient2,Mycobacterium sp. MCS
2.15E-07,3.66E-05,249,Patient2,Mycobacterium sp. JLS
3.08E-58,7.79E-06,53,Patient2,Weissella koreensis
4.24E-05,2.94E-07,2,Patient2,Human endogenous retrovirus K113
0,6.61E-06,45,Patient2,Synechococcus sp. WH 8109
0,6.76E-06,46,Patient2,Thermobaculum terrenum
0,1.91E-06,13,Patient2,Pseudoalteromonas translucida
0,4.85E-06,33,Patient2,Ilyobacter polytropus
0,6.32E-06,43,Patient2,Anaerolinea thermophila
0,2.20E-06,15,Patient2,uncultured Termite group 1 bacterium
0,7.34E-07,5,Patient2,Candidatus Ishikawaella capsulata
0,4.07E-05,277,Patient2,Laribacter hongkongensis
1.44E-08,0.000115748,788,Patient2,Salinispora tropica
2.56E-08,0.000137488,936,Patient2,Salinispora arenicola
5.01E-08,7.29E-05,496,Patient2,Corynebacterium aurimucosum
0,4.26E-06,29,Patient2,Clostridium saccharobutylicum
0,1.04E-05,71,Patient2,Paenibacillus stellifer
0,1.76E-06,12,Patient2,Methanosarcina lacustris
0,7.34E-07,5,Patient2,Mycoplasma cynos
8.15E-47,0.000107376,731,Patient2,Tistrella mobilis
0,1.18E-06,8,Patient2,Thermodesulfatator indicus
1.57E-07,2.01E-05,137,Patient2,Elizabethkingia miricola
0,4.41E-07,3,Patient2,Thermococcus sibiricus
0,1.47E-07,1,Patient2,Blueberry red ringspot virus
3.20E-08,8.03E-05,547,Patient2,Gemmatimonas aurantiaca
0,5.88E-07,4,Patient2,Invertebrate iridescent virus 6
0,1.47E-07,1,Patient2,Pseudothermotoga lettingae
0,3.08E-06,21,Patient2,Leptospirillum ferriphilum
0,1.47E-07,1,Patient2,Sinorhizobium phage PBC5
8.77E-07,0.000314342,2140,Patient2,Alicycliphilus denitrificans
0,1.47E-07,1,Patient2,Cyprinid herpesvirus 3
7.18E-07,0.000115455,786,Patient2,Delftia tsuruhatensis
0,1.40E-05,95,Patient2,Desulfococcus oleovorans
0,3.14E-05,214,Patient2,Desulfovibrio aespoeensis
1.24E-07,3.03E-05,206,Patient2,Erwinia billingiae
3.78E-08,0.000782476,5327,Patient2,Kribbella flavida
0,3.82E-06,26,Patient2,Oceanobacillus iheyensis
0,1.18E-06,8,Patient2,Thermodesulfobium narugense
0,4.26E-06,29,Patient2,Thermoproteus uzoniensis
7.35E-09,8.61E-05,586,Patient2,Corallococcus coralloides
0,4.05E-05,276,Patient2,Desulfovibrio magneticus
0,2.35E-06,16,Patient2,Butyrivibrio hungatei
2.32E-16,8.52E-06,58,Patient2,Paludibacter propionicigenes
9.90E-17,0.000221949,1511,Patient2,Xylanimonas cellulosilytica
0,2.23E-05,152,Patient2,Marinithermus hydrothermalis
0,6.02E-06,41,Patient2,Candidatus Baumannia cicadellinicola
0,5.79E-05,394,Patient2,Thioalkalivibrio nitratireducens
0,3.38E-06,23,Patient2,Sneathia amnii
0,4.23E-05,288,Patient2,Oceanithermus profundus
0,4.55E-05,310,Patient2,Methylocystis sp. SC2
0,1.91E-06,13,Patient2,Acidaminococcus intestini
1.00E-07,7.49E-06,51,Patient2,Pediococcus claussenii
0,1.03E-05,70,Patient2,Thalassolituus oleivorans
0,1.18E-06,8,Patient2,Thermococcus gammatolerans
0,2.50E-06,17,Patient2,Panine herpesvirus 2
0,8.96E-06,61,Patient2,Oleispira antarctica
0,1.07E-05,73,Patient2,Pedobacter cryoconitis
0,5.14E-06,35,Patient2,Paenibacillus graminis
0,5.14E-06,35,Patient2,Paenibacillus odorifer
2.59E-18,3.53E-06,24,Patient2,Mycobacterium sp. KMS
6.12E-07,0.000289077,1968,Patient2,Ralstonia insidiosa
0,1.03E-05,70,Patient2,Vibrio coralliilyticus
0,0.000148504,1011,Patient2,Rhodococcus aetherivorans
1.27E-08,0.000236931,1613,Patient2,Conexibacter woesei
3.20E-08,1.56E-05,106,Patient2,Fluviicola taffensis
0,4.11E-05,280,Patient2,Corynebacterium atypicum
0,4.85E-06,33,Patient2,Shewanella denitrificans
0,1.47E-06,10,Patient2,Planococcus maritimus
8.06E-08,8.96E-05,610,Patient2,Rhodoferax ferrireducens
0,2.94E-06,20,Patient2,Sulfurospirillum halorespirans
0,1.03E-06,7,Patient2,Bordetella virus BPP1
0,1.47E-07,1,Patient2,Synechococcus sp. PCC 8807
0,2.79E-06,19,Patient2,Synechococcus sp. PCC 6312
0,1.47E-07,1,Patient2,Synechococcus sp. PCC 7117
0,4.41E-07,3,Patient2,Thermococcus nautili
6.64E-08,0.000892936,6079,Patient2,Nocardioides sp. JS614
1.76E-08,0.0004721,3214,Patient2,Actinoplanes friuliensis
0,3.38E-06,23,Patient2,Deferribacter desulfuricans
3.20E-17,4.41E-07,3,Patient2,Streptococcus pasteurianus
2.80E-27,0.000102969,701,Patient2,Azoarcus sp. CIB
0,1.18E-06,8,Patient2,Candidatus Pelagibacter ubique
0,3.08E-06,21,Patient2,Anoxybacillus gonensis
9.36E-08,9.30E-05,633,Patient2,Pseudomonas koreensis
0,4.64E-05,316,Patient2,Methylocella silvestris
0,4.41E-07,3,Patient2,Caldisphaera lagunensis
2.63E-08,4.35E-05,296,Patient2,Pseudomonas trivialis
4.35E-08,3.69E-05,251,Patient2,Pseudomonas poae
0,5.14E-06,35,Patient2,Planococcus rifietoensis
0,1.03E-06,7,Patient2,Sulfurimonas autotrophica
0,2.50E-06,17,Patient2,Candidatus Blochmannia floridanus
0,1.95E-05,133,Patient2,Dickeya dadantii
0,1.62E-05,110,Patient2,Dickeya zeae
1.92E-07,3.38E-05,230,Patient2,Herminiimonas arsenicoxydans
3.53E-07,9.12E-05,621,Patient2,Novosphingobium pentaromativorans
0,8.81E-07,6,Patient2,Mycobacterium phage Che9c
0,4.41E-07,3,Patient2,Mycobacterium phage Rosebush
0,1.18E-06,8,Patient2,Sulfurovum lithotrophicum
0,1.28E-05,87,Patient2,Parvularcula bermudensis
5.03E-24,4.41E-07,3,Patient2,Enterobacter kobei
0,2.20E-06,15,Patient2,Alkaliphilus metalliredigens
6.06E-18,0.000152764,1040,Patient2,Amycolatopsis japonica
8.68E-08,0.000121771,829,Patient2,Carnobacterium sp. 17-4
9.60E-26,2.94E-06,20,Patient2,Escherichia albertii
0,8.81E-07,6,Patient2,Choristoneura fumiferana multiple nucleopolyhedrovirus
0,2.94E-07,2,Patient2,Acanthamoeba polyphaga mimivirus
0,4.41E-06,30,Patient2,Vibrio tasmaniensis
1.18E-18,0.000137928,939,Patient2,Mycobacterium sp. JS623
0,5.29E-06,36,Patient2,Halomonas campaniensis
1.83E-07,2.31E-05,157,Patient2,Alistipes finegoldii
0,2.94E-06,20,Patient2,Treponema caldarium
0,4.85E-06,33,Patient2,Erwinia sp. Ejp617
7.21E-08,6.92E-05,471,Patient2,Dinoroseobacter shibae
0,4.58E-05,312,Patient2,Pseudomonas rhizosphaerae
1.20E-07,0.000136606,930,Patient2,Polaromonas naphthalenivorans
1.91E-08,8.93E-05,608,Patient2,Stenotrophomonas rhizophila
3.20E-06,0.000134403,915,Patient2,Bifidobacterium longum
0,2.94E-07,2,Patient2,Spiroplasma chrysopicola
0,8.81E-07,6,Patient2,Spiroplasma culicicola
0,4.41E-07,3,Patient2,Spiroplasma diminutum
0,2.64E-06,18,Patient2,Spiroplasma helicoides
0,1.32E-06,9,Patient2,Spiroplasma sabaudiense
0,1.32E-06,9,Patient2,Spiroplasma syrphidicola
0,7.49E-06,51,Patient2,Clostridium carboxidivorans
3.93E-08,3.67E-05,250,Patient2,Pseudomonas antarctica
0,1.37E-05,93,Patient2,Thalassospira xiamenensis
0,3.53E-06,24,Patient2,Treponema putidum
0,3.35E-05,228,Patient2,Phaeobacter inhibens
0,1.32E-06,9,Patient2,Helicobacter sp. MIT 01-6242
0,3.07E-05,209,Patient2,Mycobacterium chimaera
1.61E-07,9.20E-05,626,Patient2,Methylobacterium populi
0,1.47E-06,10,Patient2,Methanobrevibacter sp. AbM4
0,1.48E-05,101,Patient2,Geobacter bemidjiensis
2.92E-08,0.000100031,681,Patient2,Corynebacterium halotolerans
0,1.47E-07,1,Patient2,Aeromonas virus Aeh1
0,5.14E-06,35,Patient2,Thermovibrio ammonificans
0,1.18E-06,8,Patient2,Desulfurococcus fermentans
0,1.62E-06,11,Patient2,Methanobrevibacter millerae
7.51E-22,0.000305382,2079,Patient2,Dyella japonica
0,1.10E-05,75,Patient2,Belliella baltica
6.31E-06,0.000319483,2175,Patient2,Acidovorax sp. JS42
0,2.94E-06,20,Patient2,Desulfitobacterium dichloroeliminans
0,2.94E-07,2,Patient2,Kinetoplastibacterium blastocrithidii
0,1.18E-06,8,Patient2,Alteromonas stellipolaris
0,1.76E-06,12,Patient2,Candidatus Midichloria mitochondrii
