abundance,pct,reads,sample,tax_name,technique
0,3.19E-05,84,Patient2,Muricauda ruestringensis,database exclusion
9.14E-155,2.09E-05,55,Patient2,Methylovorus sp. MP688,database exclusion
0,2.20E-05,58,Patient2,Desulfomicrobium orale,database exclusion
0,9.10E-06,24,Patient2,Eubacterium sulci,database exclusion
0,1.52E-06,4,Patient2,Salmonella phage PVP-SE1,database exclusion
0,2.65E-05,70,Patient2,Spirochaeta africana,database exclusion
1.07E-141,3.11E-05,82,Patient2,Alkalitalea saponilacus,database exclusion
0,3.79E-07,1,Patient2,Cyanophage MED4-117,database exclusion
0,3.79E-06,10,Patient2,Acetomicrobium mobile,database exclusion
0,3.19E-05,84,Patient2,Plautia stali symbiont,database exclusion
0,1.56E-05,41,Patient2,Vibrio furnissii,database exclusion
0,5.31E-06,14,Patient2,Treponema brennaborense,database exclusion
0,3.79E-07,1,Patient2,Bhendi yellow,database exclusion
5.67E-18,2.92E-05,77,Patient2,Prevotella dentalis,database exclusion
0,3.79E-07,1,Patient2,Human papillomavirus type 132,database exclusion
0,7.59E-07,2,Patient2,Burkholderia phage KS14,database exclusion
0,1.97E-05,52,Patient2,Kangiella geojedonensis,database exclusion
5.74E-26,8.72E-05,230,Patient2,Methylobacterium sp. AMS5,database exclusion
0,6.98E-05,184,Patient2,Caldilinea aerophila,database exclusion
0,3.15E-05,83,Patient2,Echinicola vietnamensis,database exclusion
0,2.05E-05,54,Patient2,Owenweeksia hongkongensis,database exclusion
0,5.04E-05,133,Patient2,Terriglobus roseus,database exclusion
0,1.90E-05,50,Patient2,Anaerolinea thermophila,database exclusion
0,4.67E-05,123,Patient2,Acidiphilium multivorum,database exclusion
0,8.34E-06,22,Patient2,Nitrososphaera viennensis,database exclusion
0,0.000340595,898,Patient2,Sandaracinus amylolyticus,database exclusion
0,1.14E-05,30,Patient2,Selenomonas ruminantium,database exclusion
0,1.90E-06,5,Patient2,Pan troglodytes verus polyomavirus 2a,database exclusion
0,2.77E-05,73,Patient2,Solitalea canadensis,database exclusion
3.13E-08,3.45E-05,91,Patient2,Niabella soli,database exclusion
0,7.59E-07,2,Patient2,Cyanophage P-RSM6,database exclusion
0,2.28E-06,6,Patient2,Rhizobium phage RR1-B,database exclusion
1.13E-08,0.000136541,360,Patient2,Pseudomonas brassicacearum,database exclusion
0,5.61E-05,148,Patient2,Alcanivorax dieselolei,database exclusion
6.05E-06,0.007405092,19524,Patient2,Pseudarthrobacter phenanthrenivorans,database exclusion
0,7.59E-07,2,Patient2,Cotia virus SPAn232,database exclusion
0,4.55E-05,120,Patient2,Halioglobus japonicus,database exclusion
0,4.63E-05,122,Patient2,Halioglobus pacificus,database exclusion
1.04E-07,3.19E-05,84,Patient2,Corynebacterium deserti,database exclusion
0,9.86E-06,26,Patient2,Acetobacterium woodii,database exclusion
0,3.79E-07,1,Patient2,Murine adenovirus 2,database exclusion
0,6.83E-06,18,Patient2,Acidianus hospitalis,database exclusion
3.64E-07,9.22E-05,243,Patient2,Rhodococcus sp. p52,database exclusion
0,5.31E-06,14,Patient2,Streptococcus parauberis,database exclusion
0,4.55E-06,12,Patient2,Helicobacter felis,database exclusion
0,0.000106199,280,Patient2,Deinococcus peraridilitoris,database exclusion
0,1.14E-06,3,Patient2,Ignicoccus islandicus,database exclusion
0,1.90E-06,5,Patient2,Enterobacter phage EcP1,database exclusion
0,4.06E-05,107,Patient2,Arcobacter sp. L,database exclusion
0,2.12E-05,56,Patient2,Ignavibacterium album,database exclusion
1.11E-07,0.000850728,2243,Patient2,Rhizobacter gummiphilus,database exclusion
0,5.39E-05,142,Patient2,Candidatus Symbiobacter,database exclusion
0,3.79E-07,1,Patient2,Vibrio phage ICP1,database exclusion
4.80E-08,0.000339457,895,Patient2,Microbacterium testaceum,database exclusion
0,1.52E-06,4,Patient2,Leuconostoc sp. C2,database exclusion
0,3.79E-06,10,Patient2,Strawberry lethal,database exclusion
0,3.98E-05,105,Patient2,Chloracidobacterium thermophilum,database exclusion
5.92E-36,1.78E-05,47,Patient2,Xanthomonas axonopodis,database exclusion
0,7.59E-06,20,Patient2,Brucella vulpis,database exclusion
1.17E-22,5.69E-06,15,Patient2,Streptococcus pasteurianus,database exclusion
0,3.87E-05,102,Patient2,Lacinutrix sp. 5H-3-7-4,database exclusion
0,9.48E-06,25,Patient2,Glaciecola sp. 4H-3-7+YE-5,database exclusion
0,7.59E-05,200,Patient2,Dokdonia sp. 4H-3-7-5,database exclusion
9.78E-43,0.001102192,2906,Patient2,Rubrivivax gelatinosus,database exclusion
0,1.93E-05,51,Patient2,Saprospira grandis,database exclusion
3.04E-08,5.92E-05,156,Patient2,Staphylococcus argenteus,database exclusion
0,1.90E-06,5,Patient2,Vulcanisaeta moutnovskia,database exclusion
0,1.48E-05,39,Patient2,Paenibacillus terrae,database exclusion
0,2.43E-05,64,Patient2,Staphylococcus agnetis,database exclusion
1.04E-125,0.000177504,468,Patient2,Marinovum algicola,database exclusion
0,2.47E-05,65,Patient2,Methanosaeta concilii,database exclusion
0,7.59E-06,20,Patient2,[Clostridium] propionicum,database exclusion
9.97E-77,0.000270048,712,Patient2,Polymorphum gilvum,database exclusion
0,3.79E-07,1,Patient2,Simian adenovirus 49,database exclusion
0,4.36E-05,115,Patient2,Polaribacter reichenbachii,database exclusion
8.49E-09,1.63E-05,43,Patient2,Paenibacillus mucilaginosus,database exclusion
2.37E-07,3.38E-05,89,Patient2,Bacteroides dorei,database exclusion
1.59E-08,0.000130473,344,Patient2,Leisingera methylohalidivorans,database exclusion
0,1.56E-05,41,Patient2,Thermoproteus uzoniensis,database exclusion
0,3.79E-07,1,Patient2,Lausannevirus,database exclusion
0,5.31E-06,14,Patient2,Candidatus Pelagibacter sp. IMCC9063,database exclusion
0,3.79E-07,1,Patient2,Shigella phage Shfl2,database exclusion
0,0.000122129,322,Patient2,Streptomyces cattleya,database exclusion
0,1.90E-05,50,Patient2,Gallibacterium anatis,database exclusion
0,3.03E-06,8,Patient2,Metallosphaera cuprina,database exclusion
1.35E-08,2.50E-05,66,Patient2,Klebsiella michiganensis,database exclusion
0,6.07E-06,16,Patient2,Defluviitoga tunisiensis,database exclusion
1.15E-15,5.77E-05,152,Patient2,Pusillimonas sp. T7-7,database exclusion
0,3.79E-06,10,Patient2,Lactobacillus ginsenosidimutans,database exclusion
0,2.65E-06,7,Patient2,Rhodococcus phage E3,database exclusion
0,2.31E-05,61,Patient2,Taylorella asinigenitalis,database exclusion
0,3.79E-07,1,Patient2,Synechococcus phage S-CRM01,database exclusion
2.49E-07,0.000584473,1541,Patient2,Psychrobacter sp. DAB_AL43B,database exclusion
0,0.000131611,347,Patient2,Neorhizobium galegae,database exclusion
1.21E-67,9.25E-05,244,Patient2,Pseudomonas sp. StFLB209,database exclusion
0,9.90E-05,261,Patient2,Hyphomicrobium nitrativorans,database exclusion
9.69E-40,0.000181676,479,Patient2,Sphingomonas sp. KC8,database exclusion
0,1.44E-05,38,Patient2,Campylobacter insulaenigrae,database exclusion
0,1.21E-05,32,Patient2,Campylobacter ureolyticus,database exclusion
1.37E-06,0.005961547,15718,Patient2,Microlunatus phosphovorus,database exclusion
0,1.14E-06,3,Patient2,Rickettsia heilongjiangensis,database exclusion
0,2.39E-05,63,Patient2,Halorhabdus tiamatea,database exclusion
1.93E-14,1.02E-05,27,Patient2,Lactobacillus kefiranofaciens,database exclusion
0,0.000314045,828,Patient2,Rhodococcus sp. WB1,database exclusion
9.02E-08,0.00012668,334,Patient2,Flavobacterium branchiophilum,database exclusion
0,2.43E-05,64,Patient2,Advenella kashmirensis,database exclusion
0,3.03E-06,8,Patient2,PreXMRV-1,database exclusion
0,9.86E-06,26,Patient2,Planococcus plakortidis,database exclusion
0,1.40E-05,37,Patient2,Candidatus Arthromitus sp. SFB-rat-Yit,database exclusion
0,0.000264359,697,Patient2,Mycobacterium colombiense,database exclusion
0,3.79E-06,10,Patient2,Methanocella conradii,database exclusion
4.39E-34,7.21E-06,19,Patient2,Clostridium sp. SY8519,database exclusion
0,6.45E-06,17,Patient2,Brevibacillus laterosporus,database exclusion
0,5.69E-06,15,Patient2,Thermococcus sp. 4557,database exclusion
0,3.41E-05,90,Patient2,Rhodococcus sp. YL-1,database exclusion
0,2.24E-05,59,Patient2,Weissella koreensis,database exclusion
9.43E-08,0.000300012,791,Patient2,Pseudoxanthomonas spadix,database exclusion
0,1.40E-05,37,Patient2,Brachyspira intermedia,database exclusion
0,2.62E-05,69,Patient2,Mycobacterium canettii,database exclusion
0,7.21E-06,19,Patient2,Leptospirillum ferriphilum,database exclusion
3.37E-30,5.27E-05,139,Patient2,Corynebacterium epidermidicanis,database exclusion
0,1.06E-05,28,Patient2,Vibrio tubiashii,database exclusion
5.67E-08,0.000114543,302,Patient2,Rhodococcus fascians,database exclusion
0,2.28E-06,6,Patient2,Enterobacteria phage Bp7,database exclusion
0,1.33E-05,35,Patient2,Thermoplasmatales archaeon BRNA1,database exclusion
8.15E-07,0.00023781,627,Patient2,Streptococcus pseudopneumoniae,database exclusion
0,7.21E-06,19,Patient2,Caldisphaera lagunensis,database exclusion
0,3.79E-07,1,Patient2,Mycobacterium phage Wile,database exclusion
1.12E-31,0.000699016,1843,Patient2,Amycolatopsis methanolica,database exclusion
0,3.79E-07,1,Patient2,Helicobacter phage phiHP33,database exclusion
4.18E-85,5.69E-06,15,Patient2,Lactobacillus ruminis,database exclusion
0,1.18E-05,31,Patient2,Candidatus Gullanella endobia,database exclusion
0,2.28E-06,6,Patient2,Psychrobacter phage Psymv2,database exclusion
0,3.79E-07,1,Patient2,Mycobacterium phage Turbido,database exclusion
2.85E-27,0.000148299,391,Patient2,Corynebacterium uterequi,database exclusion
0,1.10E-05,29,Patient2,Basilea psittacipulmonis,database exclusion
0,1.74E-05,46,Patient2,Paenibacillus riograndensis,database exclusion
0,1.21E-05,32,Patient2,Cronobacter condimenti,database exclusion
0,2.24E-05,59,Patient2,Cronobacter universalis,database exclusion
0,1.14E-06,3,Patient2,Mycobacterium phage Patience,database exclusion
0,1.14E-05,30,Patient2,Lactobacillus heilongjiangensis,database exclusion
0,1.52E-06,4,Patient2,Yokapox virus,database exclusion
0,2.92E-05,77,Patient2,Pantoea rwandensis,database exclusion
0,2.58E-05,68,Patient2,Thiolapillus brandeum,database exclusion
0,9.86E-06,26,Patient2,Acetobacter persici,database exclusion
2.82E-07,5.31E-06,14,Patient2,Streptococcus lutetiensis,database exclusion
4.13E-35,0.000171435,452,Patient2,Herbaspirillum rubrisubalbicans,database exclusion
0,2.05E-05,54,Patient2,Leptolyngbya sp. O-77,database exclusion
0,3.79E-06,10,Patient2,Borrelia garinii,database exclusion
2.22E-08,0.000289392,763,Patient2,Comamonas serinivorans,database exclusion
0,7.96E-05,210,Patient2,Pelagibacterium halotolerans,database exclusion
0,0.000214673,566,Patient2,Mesorhizobium amorphae,database exclusion
0,7.59E-07,2,Patient2,Bacillus virus G,database exclusion
0,1.40E-05,37,Patient2,Glaciecola nitratireducens,database exclusion
0,4.10E-05,108,Patient2,Persicobacter sp. JZB09,database exclusion
0,4.55E-06,12,Patient2,Exiguobacterium antarcticum,database exclusion
3.60E-07,0.000209363,552,Patient2,Novosphingobium pentaromativorans,database exclusion
0,8.72E-06,23,Patient2,Francisella hispaniensis,database exclusion
0,1.52E-06,4,Patient2,Mycobacterium phage Dori,database exclusion
0,1.52E-06,4,Patient2,Mycobacterium phage Firecracker,database exclusion
0,3.79E-07,1,Patient2,Mycobacterium phage Stinger,database exclusion
0,6.49E-05,171,Patient2,Dickeya solani,database exclusion
0,1.78E-05,47,Patient2,Thermacetogenium phaeum,database exclusion
0,1.90E-05,50,Patient2,Melissococcus plutonius,database exclusion
0,2.84E-05,75,Patient2,Methylomicrobium alcaliphilum,database exclusion
0,3.79E-07,1,Patient2,Blueberry necrotic ring blotch virus,database exclusion
0,4.63E-05,122,Patient2,Alcanivorax xenomutans,database exclusion
3.63E-07,0.000235534,621,Patient2,Flavobacterium indicum,database exclusion
0,2.65E-06,7,Patient2,Bartonella australis,database exclusion
0,6.07E-06,16,Patient2,Bartonella vinsonii,database exclusion
0,4.17E-06,11,Patient2,Methanolobus psychrophilus,database exclusion
1.93E-74,1.06E-05,28,Patient2,Pseudonocardia sp. EC080619-01,database exclusion
1.36E-08,7.24E-05,191,Patient2,Pseudonocardia sp. EC080625-04,database exclusion
1.76E-32,8.27E-05,218,Patient2,Burkholderia sp. YI23,database exclusion
0,1.52E-06,4,Patient2,Mycobacterium phage fionn,database exclusion
0,3.79E-07,1,Patient2,Rickettsia parkeri,database exclusion
0,3.03E-06,8,Patient2,Rickettsia australis,database exclusion
0,1.14E-06,3,Patient2,Rhodobacter phage RcapMu,database exclusion
0,0.000280668,740,Patient2,Chromobacterium vaccinii,database exclusion
0,1.90E-06,5,Patient2,Gordonia phage GRU1,database exclusion
0,3.79E-07,1,Patient2,Nocardia phage NBR1,database exclusion
0,3.79E-07,1,Patient2,Rhodococcus phage REQ2,database exclusion
0,3.79E-07,1,Patient2,Rhodococcus phage REQ3,database exclusion
0,3.79E-07,1,Patient2,Rhodococcus phage RGL3,database exclusion
0,0.000471068,1242,Patient2,Streptomyces sp. SCSIO 03032,database exclusion
0,0.000223776,590,Patient2,Tistrella mobilis,database exclusion
0,1.97E-05,52,Patient2,Methanosaeta harundinacea,database exclusion
0,3.79E-07,1,Patient2,Campylobacter virus CPX,database exclusion
0,4.02E-05,106,Patient2,Thermus sp. CCB_US3_UF1,database exclusion
0,2.65E-06,7,Patient2,Mycoplasma haemocanis,database exclusion
1.95E-06,0.00074453,1963,Patient2,Gordonia polyisoprenivorans,database exclusion
0,7.59E-07,2,Patient2,Alcanivorax sp. NBRC 101098,database exclusion
9.31E-57,1.21E-05,32,Patient2,Streptococcus macedonicus,database exclusion
0,6.45E-06,17,Patient2,Vibrio sp. EJY3,database exclusion
0,1.74E-05,46,Patient2,Elizabethkingia anophelis,database exclusion
0,3.45E-05,91,Patient2,Simiduia agarivorans,database exclusion
3.19E-07,0.000119474,315,Patient2,Arthrobacter sp. Rue61a,database exclusion
0,2.88E-05,76,Patient2,Campylobacter cuniculorum,database exclusion
2.51E-07,1.48E-05,39,Patient2,Corynebacterium callunae,database exclusion
3.06E-08,0.000218466,576,Patient2,Corynebacterium halotolerans,database exclusion
0,0.000135404,357,Patient2,Martelella mediterranea,database exclusion
2.12E-18,0.000130094,343,Patient2,Pseudomonas balearica,database exclusion
1.76E-07,0.000452104,1192,Patient2,Sphingomonas sanxanigenens,database exclusion
0,3.15E-05,83,Patient2,Thalassospira xiamenensis,database exclusion
0,3.79E-07,1,Patient2,Pseudothermotoga elfii,database exclusion
0,3.03E-06,8,Patient2,Pseudothermotoga hypogea,database exclusion
0,1.10E-05,29,Patient2,Candidatus Thioglobus,database exclusion
3.99E-07,0.00011606,306,Patient2,Rhizobium sp. NT-26,database exclusion
0,1.86E-05,49,Patient2,Paenibacillus beijingensis,database exclusion
6.29E-08,0.000317838,838,Patient2,Nocardia cyriacigeorgica,database exclusion
0,3.79E-07,1,Patient2,Aeromonas phage vB_AsaM-56,database exclusion
0,7.59E-07,2,Patient2,Bacillus sp. JS,database exclusion
0,1.14E-05,30,Patient2,[Clostridium] acidurici,database exclusion
0,3.79E-07,1,Patient2,Helicoverpa zea nudivirus 2,database exclusion
0,3.79E-07,1,Patient2,Pseudomonas phage phi297,database exclusion
0,1.44E-05,38,Patient2,Paraglaciecola psychrophila,database exclusion
0,3.03E-06,8,Patient2,Lactobacillus mucosae,database exclusion
0,4.17E-06,11,Patient2,Erwinia phage PEp14,database exclusion
0,3.79E-07,1,Patient2,Dehalobacter sp. CF,database exclusion
0,3.79E-07,1,Patient2,Burkholderia phage AH2,database exclusion
1.62E-08,0.000412279,1087,Patient2,Nocardia brasiliensis,database exclusion
1.79E-08,0.000433898,1144,Patient2,Thauera humireducens,database exclusion
0,3.79E-07,1,Patient2,Burkholderia virus DC1,database exclusion
4.70E-08,0.000328079,865,Patient2,Gordonia sp. QH-11,database exclusion
0,7.59E-07,2,Patient2,Cyanophage S-TIM5,database exclusion
0,1.52E-06,4,Patient2,Mycobacterium paraintracellulare,database exclusion
0,3.79E-06,10,Patient2,Lactobacillus curieae,database exclusion
0,1.63E-05,43,Patient2,Mycobacterium yongonense,database exclusion
0,3.79E-07,1,Patient2,Bacillus phage B4,database exclusion
0,1.52E-06,4,Patient2,Cronobacter phage vB_CsaM_GAP32,database exclusion
0,3.79E-07,1,Patient2,Cronobacter phage vB_CsaP_GAP52,database exclusion
0,4.55E-06,12,Patient2,Pseudomonas phage vB_Pae-Kakheti25,database exclusion
1.74E-07,0.000345905,912,Patient2,Massilia putida,database exclusion
0,0.000147161,388,Patient2,Phycisphaera mikurensis,database exclusion
0,5.31E-06,14,Patient2,Chlamydia gallinacea,database exclusion
7.29E-09,0.00019533,515,Patient2,Corallococcus coralloides,database exclusion
0,1.40E-05,37,Patient2,Kangiella sediminilitoris,database exclusion
0,2.28E-05,60,Patient2,Lysinibacillus varians,database exclusion
0,3.79E-07,1,Patient2,Bat mastadenovirus A,database exclusion
3.51E-07,0.001807656,4766,Patient2,Blastococcus saxobsidens,database exclusion
0,2.28E-06,6,Patient2,Staphylococcus phage StB12,database exclusion
0,7.59E-07,2,Patient2,Staphylococcus phage StB20,database exclusion
0,4.93E-06,13,Patient2,Enterobacteria phage vB_KleM-RaK2,database exclusion
1.12E-74,5.12E-05,135,Patient2,Bifidobacterium asteroides,database exclusion
1.33E-07,0.000152471,402,Patient2,Pseudomonas mandelii,database exclusion
0,1.25E-05,33,Patient2,Brucella sp. 09RB8471,database exclusion
0,3.41E-05,90,Patient2,Flavobacteriaceae bacterium UJ101,database exclusion
8.55E-08,4.10E-05,108,Patient2,Bifidobacterium kashiwanohense,database exclusion
2.33E-08,0.000104682,276,Patient2,Bifidobacterium scardovii,database exclusion
0,1.06E-05,28,Patient2,Scardovia inopinata,database exclusion
0,6.90E-05,182,Patient2,Pararhodospirillum photometricum,database exclusion
0,4.17E-06,11,Patient2,Sulfurospirillum multivorans,database exclusion
0,1.52E-06,4,Patient2,Sphingomonas phage PAU,database exclusion
5.89E-52,9.48E-06,25,Patient2,Rahnella aquatilis,database exclusion
0,3.79E-07,1,Patient2,Haloarcula hispanica icosahedral virus 2,database exclusion
5.31E-07,5.04E-05,133,Patient2,Streptococcus sp. I-G2,database exclusion
2.57E-07,3.30E-05,87,Patient2,Streptococcus sp. I-P16,database exclusion
0,1.02E-05,27,Patient2,Methylacidiphilum fumariolicum,database exclusion
5.48E-20,8.72E-06,23,Patient2,Kosakonia sacchari,database exclusion
0,4.51E-05,119,Patient2,Cronobacter dublinensis,database exclusion
0,2.65E-05,70,Patient2,Cronobacter muytjensii,database exclusion
9.95E-08,2.05E-05,54,Patient2,Ruminococcus bicirculans,database exclusion
0,3.79E-07,1,Patient2,Pseudomonas phage Lu11,database exclusion
0,5.31E-06,14,Patient2,Leptospirillum ferrooxidans,database exclusion
0,8.19E-05,216,Patient2,Sulfuricella denitrificans,database exclusion
0,3.79E-07,1,Patient2,Lactococcus virus ASCC191,database exclusion
0,3.79E-07,1,Patient2,Pectobacterium sp. SCC3193,database exclusion
5.25E-08,2.05E-05,54,Patient2,Enterobacter sp. R4-368,database exclusion
0,4.93E-06,13,Patient2,Desulfocapsa sulfexigens,database exclusion
0,2.54E-05,67,Patient2,Draconibacterium orientale,database exclusion
0,1.93E-05,51,Patient2,Mycobacterium sp. MOTT36Y,database exclusion
0,3.79E-07,1,Patient2,Feline morbillivirus,database exclusion
0,1.44E-05,38,Patient2,Calothrix sp.,database exclusion
0,1.18E-05,31,Patient2,Bibersteinia trehalosi,database exclusion
0,3.79E-07,1,Patient2,Bordetella holmesii,database exclusion
0,0.000199881,527,Patient2,Streptomyces globisporus,database exclusion
0,1.18E-05,31,Patient2,Crinalium epipsammum,database exclusion
0,3.53E-05,93,Patient2,Geitlerinema sp. PCC 7407,database exclusion
0,1.44E-05,38,Patient2,Gloeocapsa sp. PCC 7428,database exclusion
0,2.01E-05,53,Patient2,Microcoleus sp. PCC 7113,database exclusion
0,4.93E-06,13,Patient2,Synechococcus sp. PCC 7502,database exclusion
0,3.79E-07,1,Patient2,Listeria phage LP-030-2,database exclusion
0,3.79E-07,1,Patient2,Listeria phage LP-026,database exclusion
0,9.10E-06,24,Patient2,Pectobacterium wasabiae,database exclusion
5.50E-65,4.44E-05,117,Patient2,Niabella ginsenosidivorans,database exclusion
0,5.73E-05,151,Patient2,Halomonas huangheensis,database exclusion
0,2.09E-05,55,Patient2,Paenibacillus swuensis,database exclusion
0,3.49E-05,92,Patient2,Spirosoma montaniterrae,database exclusion
0,6.07E-06,16,Patient2,Bacillus xiamenensis,database exclusion
0,0.000666018,1756,Patient2,Saccharothrix espanaensis,database exclusion
0,2.84E-05,75,Patient2,Deinococcus puniceus,database exclusion
0,9.94E-05,262,Patient2,Deinococcus swuensis,database exclusion
0,4.17E-06,11,Patient2,Pyrococcus sp. ST04,database exclusion
0,7.09E-05,187,Patient2,Gloeobacter kilaueensis,database exclusion
0,1.52E-06,4,Patient2,Thermogladius cellulolyticus,database exclusion
0,1.18E-05,31,Patient2,Bdellovibrio exovorus,database exclusion
0,4.93E-06,13,Patient2,Planococcus antarcticus,database exclusion
0,1.10E-05,29,Patient2,Blattabacterium sp. (Blaberus giganteus),database exclusion
0,3.79E-07,1,Patient2,Xanthomonas phage CP1,database exclusion
0,2.28E-06,6,Patient2,Candidatus Sulcia,database exclusion
0,3.79E-07,1,Patient2,Campylobacter virus CP21,database exclusion
0,4.40E-05,116,Patient2,Flammeovirga sp. MY04,database exclusion
0,1.37E-05,36,Patient2,Melioribacter roseus,database exclusion
0,2.43E-05,64,Patient2,Pelosinus fermentans,database exclusion
0,9.10E-06,24,Patient2,Sulfurospirillum halorespirans,database exclusion
0,2.65E-05,70,Patient2,Candidatus Endolissoclinum,database exclusion
2.95E-05,0.001104089,2911,Patient2,Staphylococcus warneri,database exclusion
0,3.79E-07,1,Patient2,Burkholderia virus Bcepmigl,database exclusion
0,4.55E-06,12,Patient2,Cronobacter phage CR5,database exclusion
1.14E-07,2.50E-05,66,Patient2,Bacillus oceanisediminis,database exclusion
0,2.62E-05,69,Patient2,Snodgrassella alvi,database exclusion
0,2.69E-05,71,Patient2,Gilliamella apicola,database exclusion
0,5.69E-06,15,Patient2,Mycoplasma wenyonii,database exclusion
0,1.74E-05,46,Patient2,Cloacibacillus porcorum,database exclusion
0,5.31E-06,14,Patient2,Salmonella bongori,database exclusion
0,1.14E-06,3,Patient2,Staphylococcus phage Ipla5,database exclusion
8.82E-06,6.45E-06,17,Patient2,Staphylococcus phage Ipla7,database exclusion
0,5.54E-05,146,Patient2,Granulicella tundricola,database exclusion
0,5.69E-06,15,Patient2,Cycloclasticus zancles,database exclusion
0,6.07E-06,16,Patient2,secondary endosymbiont of Ctenarytaina eucalypti,database exclusion
0,0.000118715,313,Patient2,Corynebacterium terpenotabidum,database exclusion
0,7.36E-05,194,Patient2,Mycobacterium haemophilum,database exclusion
0,2.28E-06,6,Patient2,Candidatus Carsonella,database exclusion
0,3.79E-07,1,Patient2,Aeromonas phage CC2,database exclusion
0,2.65E-06,7,Patient2,Streptomyces phage SV1,database exclusion
0,3.79E-07,1,Patient2,Caulobacter virus phiCbK,database exclusion
0,2.28E-06,6,Patient2,Staphylococcus virus SA11,database exclusion
0,0.000403176,1063,Patient2,Nocardiopsis alba,database exclusion
0,1.90E-06,5,Patient2,Klebsiella phage 0507-KN2-1,database exclusion
0,1.14E-06,3,Patient2,Yersinia phage phiR201,database exclusion
1.29E-08,6.64E-05,175,Patient2,Pseudomonas sp. UW4,database exclusion
4.15E-08,7.78E-05,205,Patient2,Burkholderia pseudomultivorans,database exclusion
1.67E-08,5.54E-05,146,Patient2,Aeromonas media,database exclusion
4.93E-07,0.000171815,453,Patient2,Celeribacter indicus,database exclusion
9.63E-219,9.10E-06,24,Patient2,Bordetella parapertussis,database exclusion
0,1.82E-05,48,Patient2,Candidatus Kinetoplastibacterium,database exclusion
0,3.79E-07,1,Patient2,Stenotrophomonas phage IME13,database exclusion
0,3.26E-05,86,Patient2,Spirosoma aerolatum,database exclusion
0,2.28E-06,6,Patient2,Caulobacter phage CcrColossus,database exclusion
0,3.41E-06,9,Patient2,Caulobacter virus Magneto,database exclusion
0,3.79E-07,1,Patient2,Caulobacter virus Rogue,database exclusion
4.98E-08,2.81E-05,74,Patient2,Legionella fallonii,database exclusion
0,0.00030608,807,Patient2,Streptomyces collinus,database exclusion
0,2.05E-05,54,Patient2,Planococcus halocryophilus,database exclusion
0,2.77E-05,73,Patient2,Clostridium bornimense,database exclusion
1.60E-31,0.000724048,1909,Patient2,Dyella japonica,database exclusion
6.84E-07,0.000293185,773,Patient2,Sphingopyxis terrae,database exclusion
0,3.79E-07,1,Patient2,Raccoon polyomavirus,database exclusion
0,2.28E-05,60,Patient2,Fictibacillus phosphorivorans,database exclusion
2.97E-08,0.000197606,521,Patient2,Corynebacterium humireducens,database exclusion
2.25E-08,0.000456276,1203,Patient2,Bradyrhizobium sp. CCGE-LA001,database exclusion
2.01E-08,0.000270048,712,Patient2,Sulfuritalea hydrogenivorans,database exclusion
2.17E-07,0.000189261,499,Patient2,Corynebacterium marinum,database exclusion
0,0.000157781,416,Patient2,Corynebacterium maris,database exclusion
2.70E-08,0.000207846,548,Patient2,Corynebacterium vitaeruminis,database exclusion
6.05E-08,1.44E-05,38,Patient2,Exiguobacterium sp. ZWU0009,database exclusion
0,7.28E-05,192,Patient2,Azospirillum humicireducens,database exclusion
0,4.40E-05,116,Patient2,Hymenobacter swuensis,database exclusion
0,1.82E-05,48,Patient2,cyanobacterium endosymbiont,database exclusion
0,4.29E-05,113,Patient2,Paraburkholderia phenoliruptrix,database exclusion
0,4.93E-06,13,Patient2,Blattabacterium cuenoti,database exclusion
0,2.16E-05,57,Patient2,Gramella flava,database exclusion
4.61E-08,0.000233637,616,Patient2,Thiobacimonas profunda,database exclusion
0,2.65E-06,7,Patient2,Lactococcus phage BM13,database exclusion
0,3.79E-07,1,Patient2,Escherichia phage phAPEC8,database exclusion
1.51E-07,2.73E-05,72,Patient2,Leuconostoc carnosum,database exclusion
0,1.90E-06,5,Patient2,Propionibacterium phage P101A,database exclusion
0,4.93E-06,13,Patient2,Chlamydia avium,database exclusion
0,4.17E-06,11,Patient2,Candidatus Nitrosopumilus sediminis,database exclusion
0,3.03E-06,8,Patient2,Salimicrobium jeotgali,database exclusion
0,1.59E-05,42,Patient2,Asaia bogorensis,database exclusion
0,1.52E-06,4,Patient2,Cardinium endosymbiont,database exclusion
0,3.87E-05,102,Patient2,Mycobacterium indicus,database exclusion
0,5.69E-06,15,Patient2,Geobacillus sp. GHH01,database exclusion
0,1.14E-06,3,Patient2,Chlamydia pecorum,database exclusion
4.07E-08,2.39E-05,63,Patient2,Carnobacterium maltaromaticum,database exclusion
0,3.79E-07,1,Patient2,Pseudomonas phage vB_PaeP_p2-10_Or1,database exclusion
0,0.000164229,433,Patient2,Pseudorhodoplanes sinuspersici,database exclusion
0,3.79E-07,1,Patient2,Propionibacterium phage PHL071N05,database exclusion
0,1.90E-06,5,Patient2,Pseudomonas phage UFV-P2,database exclusion
0,7.59E-07,2,Patient2,Candidatus Pantoea carbekii,database exclusion
0,3.00E-05,79,Patient2,Janthinobacterium sp. B9-8,database exclusion
0,3.03E-05,80,Patient2,Prevotella fusca,database exclusion
0,1.25E-05,33,Patient2,Candidatus Methanomethylophilus,database exclusion
0,1.93E-05,51,Patient2,Sodalis praecaptivus,database exclusion
0,1.14E-06,3,Patient2,Staphylococcus phage JD007,database exclusion
