abundance,pct,reads,sample,Patient,Time,tax_name
0,1.97E-05,45,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Corynebacterium simulans
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Burkholderia ambifaria
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Cedecea neteri
0.15834,0.000622381,1424,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Enterobacter hormaechei
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Collimonas fungivorans
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Corynebacterium casei
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Anaeromyxobacter dehalogenans
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Corynebacterium singulare
6.70E-12,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Human endogenous retrovirus K113
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Corynebacterium aurimucosum
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Thermodesulfobium narugense
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Pedobacter cryoconitis
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Ralstonia insidiosa
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Fluviicola taffensis
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Streptococcus pasteurianus
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Methylocella silvestris
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Sulfurimonas autotrophica
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Dickeya dadantii
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Enterobacter kobei
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Polaromonas naphthalenivorans
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Thalassospira xiamenensis
0,1.75E-06,4,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Staphylococcus equorum
0.00254504,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Corynebacterium resistens
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Shewanella halifaxensis
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Nostoc punctiforme
0.000387159,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Bradyrhizobium sp. BTAi1
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Polaromonas sp. JS666
3.57E-20,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Enterobacter ludwigii
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Croceibacter atlanticus
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Pseudoxanthomonas suwonensis
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Actinoalloteichus hymeniacidonis
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Lactobacillus backii
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Cyanobacterium aponinum
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Protochlamydia naegleriophila
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Virgibacillus sp. SK37
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Gramella forsetii
0,1.31E-06,3,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Cronobacter turicensis
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,[Polyangium] brachysporum
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Caldicellulosiruptor kronotskyensis
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Agromyces sp. AR33
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Candidatus Desulforudis audaxviator
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Myroides profundi
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Paenibacillus sp. Y412MC10
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Campylobacter peloridis
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Kosakonia oryzae
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Rufibacter tibetensis
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Chaetoceros socialis f. radians RNA virus 01
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Hoyosella subflava
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Sulfuricella denitrificans
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Torque teno virus 16
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Sphingobacterium sp. 21
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Synechococcus phage S-SKS1
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Plautia stali symbiont
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Glaciecola sp. 4H-3-7+YE-5
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Defluviitoga tunisiensis
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Candidatus Arthromitus sp. SFB-rat-Yit
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Corynebacterium uterequi
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Lactobacillus heilongjiangensis
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Pantoea rwandensis
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Vibrio sp. EJY3
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Acinetobacter oleivorans
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Streptococcus sp. I-P16
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Mesotoga prima
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Flammeovirga sp. MY04
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Planococcus halocryophilus
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Salimicrobium jeotgali
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Corynebacterium lactis
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Candidatus Endolissoclinum faulkneri
0.00886124,8.30E-06,19,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Enterobacter xiangfangensis
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Flavobacterium sp. PK15
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Archaeoglobus sulfaticallidus
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Enterobacter lignolyticus
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Porcine parainfluenza virus 1
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Exiguobacterium sp. MH3
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Endomicrobium proavitum
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Candidatus Evansia muelleri
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Prochlorococcus sp. MIT 0604
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Sphingobacterium sp. ML3W
0,1.31E-06,3,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Enterobacter sp. E20
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Carnobacterium sp. CP1
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Fusobacterium hwasookii
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Paenibacillus bovis
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Geminocystis sp. NIES-3709
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Spongiibacter sp. IMCC21906
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Streptomyces sp. CFMR 7
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Limnohabitans sp. 63ED37-2
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Chryseobacterium sp. IHB B 10212
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Candidatus Thioglobus autotrophicus
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Golden mussel marseillevirus
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Algoriphagus sp. M8-2
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Leptolyngbya sp. NIES-3755
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Wenyingzhuangia fucanilytica
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Arthrobacter sp. ZXY-2
0.00393619,6.12E-06,14,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Enterobacter cloacae complex 'Hoffmann cluster III'
0.000691418,1.75E-06,4,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Enterobacter cloacae complex 'Hoffmann cluster IV'
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Bacillus sp. FJAT-14266
0,8.74E-07,2,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Acidovorax sp. RAC01
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Sphingobium sp. RAC03
0,4.37E-07,1,DFU_WGS_BC076_pt57_tube208-2curretage.fa,Patient1,2,Curtobacterium sp. BH-2-1-1
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Azorhizobium caulinodans
0,1.67E-05,42,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Buchnera aphidicola
0,1.59E-06,4,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Cellulomonas gilvus
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pelobacter carbinolicus
0,2.38E-06,6,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Myxococcus fulvus
0,1.19E-06,3,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Myxococcus xanthus
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Archangium gephyra
0,1.19E-06,3,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Chondromyces crocatus
0,1.99E-06,5,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Sorangium cellulosum
0,1.59E-06,4,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Rubinisphaera brasiliensis
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pirellula staleyi
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Isosphaera pallida
0,1.19E-06,3,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Spirochaeta thermophila
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Treponema pallidum
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Leptospira interrogans
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Azospirillum brasilense
0,2.38E-06,6,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Azospirillum lipoferum
0,1.99E-06,5,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Campylobacter jejuni
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pseudoalteromonas haloplanktis
0,4.37E-06,11,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Francisella tularensis
0,1.19E-06,3,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Thermus thermophilus
0,1.59E-06,4,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Xanthobacter autotrophicus
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Comamonas testosteroni
1.94E-05,1.47E-05,37,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pseudomonas aeruginosa
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pseudoalteromonas atlantica
0,2.38E-06,6,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Burkholderia cepacia
0,8.34E-06,21,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pseudomonas fluorescens
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pseudomonas fragi
0,1.99E-06,5,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pseudomonas mendocina
0,9.14E-06,23,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pseudomonas putida
0,1.59E-06,4,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Ralstonia solanacearum
0,1.23E-05,31,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pseudomonas stutzeri
0,2.38E-06,6,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pseudomonas syringae
0,2.38E-06,6,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Ralstonia pickettii
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pseudomonas pseudoalcaligenes
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Xanthomonas campestris
0,2.38E-06,6,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Xanthomonas translucens
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Xanthomonas citri
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Xanthomonas oryzae
0,1.99E-06,5,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Azotobacter chroococcum
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Azotobacter vinelandii
0,1.19E-06,3,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Agrobacterium tumefaciens
0,2.78E-06,7,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Agrobacterium vitis
0,4.37E-06,11,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Bradyrhizobium sp.
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Mesorhizobium loti
0,7.94E-06,20,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Sinorhizobium meliloti
0,2.38E-06,6,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Rhizobium leguminosarum
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Rhizobium tropici
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Neorhizobium galegae
0,1.99E-06,5,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Methylobacterium extorquens
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Methylococcus capsulatus
0,3.18E-06,8,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Methylomonas methanica
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Acetobacter pasteurianus
0,9.14E-06,23,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Gluconobacter oxydans
0,3.18E-06,8,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Legionella pneumophila
0,1.19E-06,3,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Legionella hackeliae
7.48E-06,3.57E-06,9,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Acinetobacter baumannii
0,3.97E-06,10,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Moraxella catarrhalis
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Neisseria gonorrhoeae
1.02E-05,1.71E-05,43,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Neisseria meningitidis
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Kingella kingae
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Beijerinckia indica
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Chromobacterium violaceum
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Zymomonas mobilis
1.71E-34,3.18E-06,8,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Citrobacter koseri
6.15E-06,5.04E-05,127,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Citrobacter freundii
0.000216969,0.000179136,451,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,[Enterobacter] aerogenes
6.00E-15,6.12E-05,154,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pantoea agglomerans
0.00131692,0.000304253,766,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Enterobacter cloacae
0,2.78E-06,7,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Erwinia amylovora
4.91E-18,0.000104066,262,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pantoea ananatis
0.000269684,8.50E-05,214,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pectobacterium carotovorum
0.00142937,0.001154651,2907,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Escherichia coli
2.13E-05,1.71E-05,43,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Shimwellia blattae
7.55E-58,2.38E-06,6,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Escherichia fergusonii
7.53E-13,6.36E-06,16,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Hafnia alvei
0.000207922,0.000301075,758,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Klebsiella oxytoca
0.912633,0.217345748,547199,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Klebsiella pneumoniae
0,8.94E-05,225,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Morganella morganii
0,1.15E-05,29,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Proteus mirabilis
2.66E-05,4.21E-05,106,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Providencia stuartii
0,3.57E-06,9,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Serratia liquefaciens
1.05E-05,1.91E-05,48,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Serratia marcescens
1.32E-40,3.97E-06,10,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Shigella boydii
0,9.53E-06,24,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Shigella dysenteriae
1.49E-53,9.14E-06,23,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Shigella flexneri
1.36E-05,2.38E-06,6,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Shigella sonnei
0,3.97E-06,10,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Xenorhabdus nematophila
2.46E-05,6.20E-05,156,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Yersinia enterocolitica
1.29E-136,2.38E-06,6,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Yersinia intermedia
0.00052378,7.67E-05,193,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Yersinia pestis
1.02E-05,4.53E-05,114,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Yersinia pseudotuberculosis
2.56E-14,1.19E-05,30,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Edwardsiella tarda
3.94E-189,2.30E-05,58,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Aeromonas hydrophila
4.40E-178,1.59E-06,4,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Aeromonas salmonicida
0.000401659,4.53E-05,114,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Aeromonas media
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Aeromonas schubertii
2.05E-174,1.59E-06,4,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Aeromonas veronii
4.75E-86,3.54E-05,89,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Vibrio cholerae
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Aliivibrio fischeri
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Vibrio harveyi
0,3.26E-05,82,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Vibrio parahaemolyticus
0,2.78E-06,7,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Vibrio vulnificus
0,1.19E-06,3,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Grimontia hollisae
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Vibrio mimicus
7.26E-06,8.74E-06,22,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Vibrio campbellii
0,1.11E-05,28,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Vibrio natriegens
0,9.93E-06,25,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Plesiomonas shigelloides
1.98E-05,1.35E-05,34,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Aggregatibacter actinomycetemcomitans
0,1.19E-06,3,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Actinobacillus pleuropneumoniae
0,1.99E-06,5,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Actinobacillus suis
3.12E-212,3.18E-06,8,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Haemophilus influenzae
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Haemophilus parainfluenzae
0,5.56E-06,14,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,[Haemophilus] ducreyi
0,3.18E-06,8,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Histophilus somni
0,2.78E-06,7,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Aggregatibacter aphrophilus
1.90E-05,3.18E-06,8,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,[Haemophilus] parasuis
0.000107332,1.31E-05,33,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Pasteurella multocida
0,3.57E-06,9,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Gallibacterium anatis
4.17E-05,1.99E-06,5,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Coxiella burnetii
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Rickettsia akari
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Bartonella quintana
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Bacteroides thetaiotaomicron
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Campylobacter gracilis
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Sebaldella termitidis
0,2.38E-06,6,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Fibrobacter succinogenes
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Fusobacterium nucleatum
0,7.94E-07,2,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Syntrophomonas wolfei
0,1.19E-06,3,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Dichelobacter nodosus
0,1.19E-06,3,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Desulfovibrio africanus
0,3.97E-07,1,DFU_WGS_BC079_pt82_tube169-2leakageswab.fa,Patient2,2,Desulfovibrio desulfuricans
