abundance,pct,reads,sample,Patient,Day,tax_name
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Lactobacillus plantarum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Lactobacillus salivarius
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Listeria monocytogenes
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Bifidobacterium breve
0,0.000102573,635,pt1_day3.bam-centrifuge_report,Patient1,3,Corynebacterium pseudotuberculosis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Peptoclostridium acidaminophilum
0.00576461,1.50E-05,93,pt1_day3.bam-centrifuge_report,Patient1,3,Propionibacterium acnes
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Mycoplasma mycoides
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Mycoplasma pulmonis
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Mycoplasma fermentans
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Mycoplasma flocculare
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Spiroplasma apis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Mesoplasma florum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Methanococcus voltae
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Methanotorris igneus
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Methanosarcina barkeri
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Methanosarcina mazei
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Methanosphaera stadtmanae
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Methanohalobium evestigatum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Haliscomenobacter hydrossis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Flexistipes sinusarabici
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Fervidobacterium islandicum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Carnobacterium maltaromaticum
0.272319,0.99405076,6153877,pt1_day3.bam-centrifuge_report,Patient1,3,Homo sapiens
0,1.13E-06,7,pt1_day3.bam-centrifuge_report,Patient1,3,Human herpesvirus 1
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Bifidobacterium animalis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Staphylococcus lugdunensis
0,1.13E-06,7,pt1_day3.bam-centrifuge_report,Patient1,3,Streptococcus mitis
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Tannerella forsythia
0,1.29E-06,8,pt1_day3.bam-centrifuge_report,Patient1,3,Prevotella denticola
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Prevotella intermedia
0.000382245,2.52E-05,156,pt1_day3.bam-centrifuge_report,Patient1,3,Prevotella melaninogenica
0,4.85E-07,3,pt1_day3.bam-centrifuge_report,Patient1,3,Acetohalobium arabaticum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Arcobacter nitrofigilis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Desulfobacula toluolica
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Colwellia psychrerythraea
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Thermodesulfovibrio yellowstonii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Streptomyces cattleya
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Cellulosilyticum lentocellum
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Staphylococcus saprophyticus
0.000284001,6.95E-06,43,pt1_day3.bam-centrifuge_report,Patient1,3,Veillonella parvula
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Yersinia frederiksenii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Borreliella afzelii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Lawsonia intracellularis
0,0.002963636,18347,pt1_day3.bam-centrifuge_report,Patient1,3,Taylorella equigenitalis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Halothermothrix orenii
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Achromobacter denitrificans
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Synechococcus sp. WH 7803
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Calothrix parietina
0.000234061,0.002555766,15822,pt1_day3.bam-centrifuge_report,Patient1,3,synthetic construct
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Cutibacterium avidum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Parvimonas micra
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Anaerococcus prevotii
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Acetobacterium woodii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Lactobacillus johnsonii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Melissococcus plutonius
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Rickettsia bellii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Candidatus Liberibacter africanus
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Leptothrix cholodnii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Variovorax paradoxus
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Bordetella holmesii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Lymphocystis disease virus 1
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Clostridium saccharoperbutylacetonicum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Bartonella henselae
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Methanococcus maripaludis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Stenotrophomonas maltophilia
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Xenorhabdus poinarii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Halobacteroides halobius
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Sulfolobus islandicus
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Pseudoalteromonas luteoviolacea
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Desulfovibrio fairfieldensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Vibrio scophthalmi
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Acinetobacter pittii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Rubrobacter xylanophilus
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Mycoplasma crocodyli
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Thermoplasma volcanium
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Wigglesworthia glossinidia
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Prevotella dentalis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Caldicellulosiruptor kristjanssonii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Enterococcus durans
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Lactobacillus lindneri
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Hyperthermus butylicus
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Caldicellulosiruptor owensensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Cellulophaga algicola
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Pluralibacter gergoviae
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Petrotoga mobilis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Selenomonas sputigena
0,1.62E-06,10,pt1_day3.bam-centrifuge_report,Patient1,3,Mannheimia haemolytica
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Prevotella enoeca
0.000309881,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Streptococcus constellatus
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Helicobacter typhlonius
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Chitinophaga pinensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Bacillus clausii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Pseudanabaena sp. PCC 7367
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Simkania negevensis
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Methanobrevibacter ruminantium
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,[Clostridium] saccharolyticum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Gordonia polyisoprenivorans
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Staphylothermus hellenicus
0.000133623,1.45E-06,9,pt1_day3.bam-centrifuge_report,Patient1,3,Achromobacter xylosoxidans
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Bacillus weihenstephanensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Pandoraea norimbergensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Shewanella sp. ANA-3
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Anaerobaculum mobile
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Calothrix sp. PCC 7507
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Stanieria cyanosphaera
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Sulfolobus tokodaii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Bathymodiolus septemdierum thioautotrophic gill symbiont
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Geoglobus ahangari
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Pseudothermotoga thermarum
0,8.08E-07,5,pt1_day3.bam-centrifuge_report,Patient1,3,Stenotrophomonas acidaminiphila
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Leisingera methylohalidivorans
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,secondary endosymbiont of Heteropsylla cubana
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Filifactor alocis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Carnobacterium inhibens
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Lactobacillus kunkeei
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,[Mannheimia] succiniciproducens
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Pseudomonas cremoricolorata
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Enterobacter hormaechei
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Collimonas fungivorans
0.60757,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Human endogenous retrovirus K113
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Thermobaculum terrenum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Thermodesulfatator indicus
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Thermococcus sibiricus
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Thalassolituus oleivorans
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Pedobacter cryoconitis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Fluviicola taffensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Deferribacter desulfuricans
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Alkaliphilus metalliredigens
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Carnobacterium sp. 17-4
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Escherichia albertii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Spiroplasma culicicola
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Methanobrevibacter millerae
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Belliella baltica
1.83E-16,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Klebsiella variicola
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Staphylococcus equorum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Glutamicibacter arilaitensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Streptococcus pseudopneumoniae
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Campylobacter insulaenigrae
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Sphingopyxis granuli
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Chlorobaculum limnaeum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Pseudoalteromonas sp. Bsw20308
7.62E-23,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Staphylococcus pseudintermedius
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,[Clostridium] clariflavum
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Flavobacterium indicum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Emticicia oligotrophica
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Polaribacter sp. MED152
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Synechococcus sp. CC9902
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Trichoplusia ni ascovirus 2c
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Pseudomonas phage F10
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Oscillibacter valericigenes
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Xenorhabdus doucetiae
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Streptomyces vietnamensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Pelosinus fermentans
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Gallionella capsiferriformans
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Rivularia sp. PCC 7116
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Halotalea alkalilenta
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Echinicola vietnamensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Clostridium taeniosporum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Zunongwangia profunda
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Marinomonas sp. MWYL1
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Caldicellulosiruptor kronotskyensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Geobacter sp. M18
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Pelosinus sp. UFO1
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Campylobacter peloridis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Burkholderia diffusa
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Campylobacter subantarcticus
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Cyanothece sp. PCC 7822
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Candidatus Azobacteroides pseudotrichonymphae
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Flavobacteriaceae bacterium 3519-10
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Phycisphaera mikurensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Bacillus cytotoxicus
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Pseudomonas chlororaphis
0,1.62E-06,10,pt1_day3.bam-centrifuge_report,Patient1,3,Prevotella fusca
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Arsenophonus symbiont of Lipoptena fortisetosa
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Hoyosella subflava
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Candidatus Koribacter versatilis
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Propionibacterium sp. oral taxon 193
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Candidatus Babela massiliensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Leptotrichia sp. oral taxon 212
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Streptococcus sp. oral taxon 431
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,alpha proteobacterium HIMB59
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,alpha proteobacterium HIMB5
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Thermincola potens
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Methanobacterium lacus
3.55E-16,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Staphylococcus argenteus
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Defluviitoga tunisiensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Rhodococcus sp. WB1
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Persicobacter sp. JZB09
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Chromobacterium vaccinii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Elizabethkingia anophelis
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Klebsiella michiganensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Lysinibacillus varians
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Staphylococcus phage SMSAP5
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Gloeocapsa sp. PCC 7428
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Blattabacterium sp. (Blaberus giganteus)
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Geobacillus sp. GHH01
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Candidatus Pantoea carbekii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Janthinobacterium sp. B9-8
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Campylobacter iguaniorum
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Candidatus Endolissoclinum faulkneri
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Acanthamoeba polyphaga moumouvirus
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Staphylococcus phage StauST398-2
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Photobacterium gaetbulicola
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Thermodesulfobacterium geofontis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Methanocaldococcus bathoardescens
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Flavobacterium sp. PK15
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,bacterium L21-Spi-D4
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Bordetella pseudohinzii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Acinetobacter sp. TGL-Y2
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Hymenobacter sp. DG5B
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Methanosarcina sp. MTP4
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Methanosarcina sp. WH1
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Vibrio tritonius
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Hymenobacter swuensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Paenibacillus yonginensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Lentibacillus amyloliquefaciens
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Martelella endophytica
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Corynebacterium sp. ATCC 6931
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Lawsonella clevelandensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Sphingobacterium sp. ML3W
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Clostridium phage phiCT19406C
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Fusobacterium hwasookii
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Helicobacter himalayensis
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Citromicrobium sp. JL477
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Propionibacterium phage Enoki
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Bacillus glycinifermentans
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Labrenzia sp. CP4
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Oblitimonas alkaliphila
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Massilia sp. WG5
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Turicibacter sp. H121
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Chryseobacterium sp. IHB B 17019
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Golden mussel marseillevirus
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Fischerella sp. NIES-3754
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Paenibacillus sp. LPB0068
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Polaribacter vadi
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Candidatus Hoaglandella endobia
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Gemella sp. oral taxon 928
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Pseudomonas sp. L10.10
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Gammaproteobacteria bacterium TR3.2
0,4.85E-07,3,pt1_day3.bam-centrifuge_report,Patient1,3,Enterobacter cloacae complex 'Hoffmann cluster IV'
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Tokyovirus A1
0,1.62E-07,1,pt1_day3.bam-centrifuge_report,Patient1,3,Lachnoclostridium sp. YL32
0,9.69E-07,6,pt1_day3.bam-centrifuge_report,Patient1,3,Enterobacter cloacae complex sp. 35734
0,3.23E-07,2,pt1_day3.bam-centrifuge_report,Patient1,3,Spiroplasma sp. TU-14
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Buchnera aphidicola
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Planctopirus limnophila
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Isosphaera pallida
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Brachyspira hyodysenteriae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Campylobacter fetus
0,2.42E-06,6,pt2_day1.bam-centrifuge_report,Patient2,1,Campylobacter jejuni
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Campylobacter lari
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Helicobacter pylori
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Comamonas testosteroni
5.34E-07,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Pseudomonas aeruginosa
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Pseudomonas fluorescens
0,1.61E-06,4,pt2_day1.bam-centrifuge_report,Patient2,1,Pseudomonas stutzeri
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Pseudomonas syringae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Burkholderia glumae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Xanthomonas citri
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Sinorhizobium meliloti
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Rhizobium phaseoli
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Neorhizobium galegae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Methylobacillus flagellatus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Methylomonas methanica
0,8.06E-07,2,pt2_day1.bam-centrifuge_report,Patient2,1,Acetobacter pasteurianus
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Gluconobacter oxydans
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Legionella pneumophila
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Tatlockia micdadei
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Acinetobacter baumannii
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Moraxella catarrhalis
0,1.21E-06,3,pt2_day1.bam-centrifuge_report,Patient2,1,Neisseria gonorrhoeae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Kingella kingae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Beijerinckia indica
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Chromobacterium violaceum
2.98E-74,2.82E-06,7,pt2_day1.bam-centrifuge_report,Patient2,1,Citrobacter koseri
1.14E-21,3.06E-05,76,pt2_day1.bam-centrifuge_report,Patient2,1,Citrobacter freundii
0.056132,0.092862277,230476,pt2_day1.bam-centrifuge_report,Patient2,1,Klebsiella arogenes
0,3.63E-06,9,pt2_day1.bam-centrifuge_report,Patient2,1,Pantoea agglomerans
9.03E-38,0.000111205,276,pt2_day1.bam-centrifuge_report,Patient2,1,Enterobacter cloacae
0,4.03E-07,1,pt2_day1.bam-centrifuge_report,Patient2,1,Erwinia amylovora
