pct,Experiment,mixture,tax_name,tool
0.000185144,E. coli - S. sonnei,99.0/1.0,Candidatus Rickettsia amblyommii,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Candidatus Riesia pediculicola,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Carnobacterium maltaromaticum,clark
0.00129601,E. coli - S. sonnei,99.0/1.0,Citrobacter freundii,clark
0.00324001,E. coli - S. sonnei,99.0/1.0,Citrobacter koseri,clark
0.00222172,E. coli - S. sonnei,99.0/1.0,Citrobacter rodentium,clark
0.00185144,E. coli - S. sonnei,99.0/1.0,Citrobacter youngae,clark
0.00120343,E. coli - S. sonnei,99.0/1.0,Clostridiales bacterium 1_7_47FAA,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Coxiella burnetii,clark
0.0623934,E. coli - S. sonnei,99.0/1.0,Cronobacter sakazakii,clark
0.000555431,E. coli - S. sonnei,99.0/1.0,Cronobacter turicensis,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Cupriavidus metallidurans,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Cyanothece sp. CCY0110,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Desulfobacca acetoxidans,clark
0.00166629,E. coli - S. sonnei,99.0/1.0,Desulfotalea psychrophila,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Desulfovibrio desulfuricans,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Desulfovibrio salexigens,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Desulfurispirillum indicum,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Dethiobacter alkaliphilus,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Dickeya dadantii,clark
0.000277716,E. coli - S. sonnei,99.0/1.0,Dickeya zeae,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Echinicola vietnamensis,clark
0.000555431,E. coli - S. sonnei,99.0/1.0,Edwardsiella tarda,clark
0.00185144,E. coli - S. sonnei,99.0/1.0,Enterobacter aerogenes,clark
0.00194401,E. coli - S. sonnei,99.0/1.0,Enterobacter asburiae,clark
0.0059246,E. coli - S. sonnei,99.0/1.0,Enterobacter cloacae,clark
0.00518402,E. coli - S. sonnei,99.0/1.0,Enterobacter lignolyticus,clark
0.000833147,E. coli - S. sonnei,99.0/1.0,Enterobacter sp. 638,clark
0.00148115,E. coli - S. sonnei,99.0/1.0,Enterobacter sp. R4-368,clark
0.0102755,E. coli - S. sonnei,99.0/1.0,Enterobacteria phage P1,clark
0.000277716,E. coli - S. sonnei,99.0/1.0,Enterobacteria phage cdtI,clark
0.00324001,E. coli - S. sonnei,99.0/1.0,Enterobacteriaceae bacterium strain FGI 57,clark
0.000462859,E. coli - S. sonnei,99.0/1.0,Erwinia billingiae,clark
0.00583203,E. coli - S. sonnei,99.0/1.0,Erwinia pyrifoliae,clark
0.041287,E. coli - S. sonnei,99.0/1.0,Erwinia sp. Ejp617,clark
0.000370287,E. coli - S. sonnei,99.0/1.0,Erwinia tasmaniensis,clark
98.9018,E. coli - S. sonnei,99.0/1.0,Escherichia coli,clark
0.0141635,E. coli - S. sonnei,99.0/1.0,Escherichia fergusonii,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Ferrimonas balearica,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Gemmata obscuriglobus,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Glaciecola sp. 4H-3-7+YE-5,clark
0.000370287,E. coli - S. sonnei,99.0/1.0,Haemophilus influenzae,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Haemophilus parainfluenzae,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Helicobacter pylori,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Herbaspirillum seropedicae,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Hirschia baltica,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Histophilus somni,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Idiomarina loihiensis,clark
0.00194401,E. coli - S. sonnei,99.0/1.0,Klebsiella oxytoca,clark
0.00916461,E. coli - S. sonnei,99.0/1.0,Klebsiella pneumoniae,clark
0.00166629,E. coli - S. sonnei,99.0/1.0,Klebsiella variicola,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Kytococcus sedentarius,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Lactobacillus helveticus,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Lactobacillus paracasei,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Legionella longbeachae,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Legionella pneumophila,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Mannheimia haemolytica,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Marinobacter adhaerens,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Marinomonas posidonica,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Meiothermus silvanus,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Methylomicrobium alcaliphilum,clark
0.000277716,E. coli - S. sonnei,99.0/1.0,Methylophaga frappieri,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Morganella morganii,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Moritella sp. PE36,clark
0.000833147,E. coli - S. sonnei,99.0/1.0,Neisseria elongata,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Neisseria flavescens,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Neisseria lactamica,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Oceanimonas sp. GK1,clark
0.000925718,E. coli - S. sonnei,99.0/1.0,Pantoea ananatis,clark
0.000555431,E. coli - S. sonnei,99.0/1.0,Pantoea sp. At-9b,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Pantoea vagans,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Pectobacterium atrosepticum,clark
0.00194401,E. coli - S. sonnei,99.0/1.0,Pectobacterium carotovorum,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Peptoclostridium difficile,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Photobacterium damselae,clark
0.00120343,E. coli - S. sonnei,99.0/1.0,Photobacterium profundum,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Photorhabdus luminescens,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Plasmodium knowlesi,clark
0.0036103,E. coli - S. sonnei,99.0/1.0,Plautia stali symbiont,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Proteus mirabilis,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Providencia stuartii,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Pseudoalteromonas tunicata,clark
0.000555431,E. coli - S. sonnei,99.0/1.0,Pseudomonas aeruginosa,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Pseudomonas entomophila,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Pseudomonas poae,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Pseudomonas protegens,clark
0.000370287,E. coli - S. sonnei,99.0/1.0,Pseudomonas putida,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Pseudomonas sp. VLB120,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Psychromonas ingrahamii,clark
0.000277716,E. coli - S. sonnei,99.0/1.0,Rahnella aquatilis,clark
0.00370287,E. coli - S. sonnei,99.0/1.0,Raoultella ornithinolytica,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Rickettsiella grylli,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Salinibacter ruber,clark
0.00101829,E. coli - S. sonnei,99.0/1.0,Salmonella bongori,clark
0.339554,E. coli - S. sonnei,99.0/1.0,Salmonella enterica,clark
0.00101829,E. coli - S. sonnei,99.0/1.0,Serratia marcescens,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Serratia odorifera,clark
0.000925718,E. coli - S. sonnei,99.0/1.0,Serratia plymuthica,clark
0.000740575,E. coli - S. sonnei,99.0/1.0,Serratia proteamaculans,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Shewanella amazonensis,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Shewanella baltica,clark
0.0363807,E. coli - S. sonnei,99.0/1.0,Shigella boydii,clark
0.0115715,E. coli - S. sonnei,99.0/1.0,Shigella dysenteriae,clark
0.401854,E. coli - S. sonnei,99.0/1.0,Shigella flexneri,clark
0.0630414,E. coli - S. sonnei,99.0/1.0,Shigella sonnei,clark
0.00305487,E. coli - S. sonnei,99.0/1.0,Shimwellia blattae,clark
0.000555431,E. coli - S. sonnei,99.0/1.0,Sodalis glossinidius,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Solibacillus silvestris,clark
0.000833147,E. coli - S. sonnei,99.0/1.0,Staphylococcus aureus,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Staphylococcus pseudintermedius,clark
0.00305487,E. coli - S. sonnei,99.0/1.0,Streptococcus pyogenes,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Streptococcus sp. M143,clark
0.000277716,E. coli - S. sonnei,99.0/1.0,Streptomyces sp. SPB074,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Thermodesulfatator indicus,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Thioalkalivibrio sp. K90mix,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Thiomicrospira crunogena,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Ulnaria acus,clark
0.000277716,E. coli - S. sonnei,99.0/1.0,Vibrio anguillarum,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Vibrio campbellii,clark
0.000277716,E. coli - S. sonnei,99.0/1.0,Vibrio cholerae,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Vibrio coralliilyticus,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Vibrio parahaemolyticus,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Vibrio shilonii,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Vibrio tasmaniensis,clark
0.000277716,E. coli - S. sonnei,99.0/1.0,Vibrio vulnificus,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Vibrionales bacterium SWAT-3,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Xenorhabdus bovienii,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Xenorhabdus nematophila,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,Yersinia aldovae,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Yersinia bercovieri,clark
0.00222172,E. coli - S. sonnei,99.0/1.0,Yersinia enterocolitica,clark
0.00240687,E. coli - S. sonnei,99.0/1.0,Yersinia intermedia,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Yersinia kristensenii,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,Yersinia mollaretii,clark
0.0183292,E. coli - S. sonnei,99.0/1.0,Yersinia pestis,clark
0.000370287,E. coli - S. sonnei,99.0/1.0,Yersinia pseudotuberculosis,clark
0.000277716,E. coli - S. sonnei,99.0/1.0,Yersinia rohdei,clark
0.000462859,E. coli - S. sonnei,99.0/1.0,Yersinia ruckeri,clark
0.000185144,E. coli - S. sonnei,99.0/1.0,[Mannheimia] succiniciproducens,clark
0.000555431,E. coli - S. sonnei,99.0/1.0,gamma proteobacterium NOR5-3,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,secondary endosymbiont of Ctenarytaina eucalypti,clark
9.26E-05,E. coli - S. sonnei,99.0/1.0,secondary endosymbiont of Heteropsylla cubana,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Aeromonas salmonicida,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Aeromonas veronii,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Aliivibrio salmonicida,clark
0.000679547,E. coli - S. sonnei,99.9/0.1,Alteromonas mediterranea,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Amycolicicoccus subflavus,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Aspergillus terreus,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Aureoumbra lagunensis,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Bacillus sp. NRRL B-14911,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Bacillus subtilis,clark
0.00135909,E. coli - S. sonnei,99.9/0.1,Buchnera aphidicola,clark
0.000407728,E. coli - S. sonnei,99.9/0.1,Burkholderia pseudomallei,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Candidatus Blochmannia floridanus,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,Candidatus Liberibacter asiaticus,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,Candidatus Pantoea carbekii,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Candidatus Riesia pediculicola,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,Capnocytophaga gingivalis,clark
0.00176682,E. coli - S. sonnei,99.9/0.1,Citrobacter freundii,clark
0.00271819,E. coli - S. sonnei,99.9/0.1,Citrobacter koseri,clark
0.00380546,E. coli - S. sonnei,99.9/0.1,Citrobacter rodentium,clark
0.001495,E. coli - S. sonnei,99.9/0.1,Citrobacter youngae,clark
0.00203864,E. coli - S. sonnei,99.9/0.1,Clostridiales bacterium 1_7_47FAA,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Clostridium tetani,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Coxiella burnetii,clark
0.0649647,E. coli - S. sonnei,99.9/0.1,Cronobacter sakazakii,clark
0.000815457,E. coli - S. sonnei,99.9/0.1,Cronobacter turicensis,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Cyanobacterium aponinum,clark
0.000951366,E. coli - S. sonnei,99.9/0.1,Desulfotalea psychrophila,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Desulfurispirillum indicum,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Dictyostelium discoideum,clark
0.000407728,E. coli - S. sonnei,99.9/0.1,Edwardsiella tarda,clark
0.00176682,E. coli - S. sonnei,99.9/0.1,Enterobacter aerogenes,clark
0.00190273,E. coli - S. sonnei,99.9/0.1,Enterobacter asburiae,clark
0.00516456,E. coli - S. sonnei,99.9/0.1,Enterobacter cloacae,clark
0.0043491,E. coli - S. sonnei,99.9/0.1,Enterobacter lignolyticus,clark
0.00122319,E. coli - S. sonnei,99.9/0.1,Enterobacter sp. 638,clark
0.00135909,E. coli - S. sonnei,99.9/0.1,Enterobacter sp. R4-368,clark
0.0103291,E. coli - S. sonnei,99.9/0.1,Enterobacteria phage P1,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,Enterobacteria phage cdtI,clark
0.00258228,E. coli - S. sonnei,99.9/0.1,Enterobacteriaceae bacterium strain FGI 57,clark
0.000815457,E. coli - S. sonnei,99.9/0.1,Erwinia billingiae,clark
0.00733911,E. coli - S. sonnei,99.9/0.1,Erwinia pyrifoliae,clark
0.0441706,E. coli - S. sonnei,99.9/0.1,Erwinia sp. Ejp617,clark
0.000407728,E. coli - S. sonnei,99.9/0.1,Erwinia tasmaniensis,clark
99.2354,E. coli - S. sonnei,99.9/0.1,Escherichia coli,clark
0.0129114,E. coli - S. sonnei,99.9/0.1,Escherichia fergusonii,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Ferrimonas balearica,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Gallionella capsiferriformans,clark
0.000407728,E. coli - S. sonnei,99.9/0.1,Glaciecola sp. 4H-3-7+YE-5,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Gluconacetobacter diazotrophicus,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Gluconobacter oxydans,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Grimontia hollisae,clark
0.000679547,E. coli - S. sonnei,99.9/0.1,Haemophilus influenzae,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Heliobacterium modesticaldum,clark
0.00217455,E. coli - S. sonnei,99.9/0.1,Klebsiella oxytoca,clark
0.00693138,E. coli - S. sonnei,99.9/0.1,Klebsiella pneumoniae,clark
0.00217455,E. coli - S. sonnei,99.9/0.1,Klebsiella variicola,clark
0.000407728,E. coli - S. sonnei,99.9/0.1,Lactobacillus paracasei,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Magnetococcus marinus,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,Mannheimia haemolytica,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Megasphaera genomosp. type_1,clark
0.000679547,E. coli - S. sonnei,99.9/0.1,Morganella morganii,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,Neisseria elongata,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,Neisseria lactamica,clark
0.000815457,E. coli - S. sonnei,99.9/0.1,Pantoea ananatis,clark
0.000815457,E. coli - S. sonnei,99.9/0.1,Pantoea sp. At-9b,clark
0.00108728,E. coli - S. sonnei,99.9/0.1,Pantoea vagans,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Pararhodospirillum photometricum,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,Pasteurella multocida,clark
0.00163091,E. coli - S. sonnei,99.9/0.1,Pectobacterium carotovorum,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Photobacterium angustum,clark
0.000543638,E. coli - S. sonnei,99.9/0.1,Photobacterium profundum,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Photorhabdus luminescens,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Plasmodium knowlesi,clark
0.00231046,E. coli - S. sonnei,99.9/0.1,Plautia stali symbiont,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Proteus vulgaris,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Providencia alcalifaciens,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Providencia stuartii,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,Pseudoalteromonas sp. SM9913,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,Pseudomonas aeruginosa,clark
0.000407728,E. coli - S. sonnei,99.9/0.1,Pseudomonas entomophila,clark
0.000543638,E. coli - S. sonnei,99.9/0.1,Pseudomonas putida,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Pseudomonas sp. VLB120,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Pseudomonas stutzeri,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Pseudovibrio sp. JE062,clark
0.00108728,E. coli - S. sonnei,99.9/0.1,Rahnella aquatilis,clark
0.00489274,E. coli - S. sonnei,99.9/0.1,Raoultella ornithinolytica,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Rhizobium etli,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Rhodothermus marinus,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Salinibacter ruber,clark
0.00108728,E. coli - S. sonnei,99.9/0.1,Salmonella bongori,clark
0.342356,E. coli - S. sonnei,99.9/0.1,Salmonella enterica,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Serratia liquefaciens,clark
0.000407728,E. coli - S. sonnei,99.9/0.1,Serratia marcescens,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,Serratia odorifera,clark
0.00122319,E. coli - S. sonnei,99.9/0.1,Serratia plymuthica,clark
0.000951366,E. coli - S. sonnei,99.9/0.1,Serratia proteamaculans,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Shewanella oneidensis,clark
0.0399574,E. coli - S. sonnei,99.9/0.1,Shigella boydii,clark
0.0137269,E. coli - S. sonnei,99.9/0.1,Shigella dysenteriae,clark
0.0611593,E. coli - S. sonnei,99.9/0.1,Shigella flexneri,clark
0.055587,E. coli - S. sonnei,99.9/0.1,Shigella sonnei,clark
0.00271819,E. coli - S. sonnei,99.9/0.1,Shimwellia blattae,clark
0.000679547,E. coli - S. sonnei,99.9/0.1,Sodalis glossinidius,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Solibacillus silvestris,clark
0.000543638,E. coli - S. sonnei,99.9/0.1,Staphylococcus aureus,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Staphylococcus saprophyticus,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Streptococcus agalactiae,clark
0.00299001,E. coli - S. sonnei,99.9/0.1,Streptococcus pyogenes,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Streptococcus suis,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Streptomyces sp. SPB074,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Synechococcus sp. WH 8102,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Syntrophobacter fumaroxidans,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Thiocystis violascens,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Thioflavicoccus mobilis,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Tistrella mobilis,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Tolumonas auensis,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Verrucosispora maris,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,Vibrio anguillarum,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,Vibrio cholerae,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Vibrio harveyi,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Vibrio sp. AND4,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,Vibrionales bacterium SWAT-3,clark
0.000407728,E. coli - S. sonnei,99.9/0.1,Yersinia aldovae,clark
0.00190273,E. coli - S. sonnei,99.9/0.1,Yersinia enterocolitica,clark
0.00231046,E. coli - S. sonnei,99.9/0.1,Yersinia intermedia,clark
0.000407728,E. coli - S. sonnei,99.9/0.1,Yersinia mollaretii,clark
0.0207941,E. coli - S. sonnei,99.9/0.1,Yersinia pestis,clark
0.000543638,E. coli - S. sonnei,99.9/0.1,Yersinia pseudotuberculosis,clark
0.000407728,E. coli - S. sonnei,99.9/0.1,Yersinia rohdei,clark
0.000135909,E. coli - S. sonnei,99.9/0.1,[Mannheimia] succiniciproducens,clark
0.000271819,E. coli - S. sonnei,99.9/0.1,gamma proteobacterium NOR5-3,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Acetohalobium arabaticum,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Actinoplanes friuliensis,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Actinosynnema mirum,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Aminobacterium colombiense,clark
0.000256139,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus anthracis,clark
0.00140876,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus cereus,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus coagulans,clark
0.000512277,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus coahuilensis,clark
0.000256139,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus megaterium,clark
0.0062754,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus sp. B14905,clark
0.000512277,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus sp. NRRL B-14911,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus subtilis,clark
0.00115262,S. saprophyticus - S. pyogenes,0.1/99.9,Bacillus thuringiensis,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Belliella baltica,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Bifidobacterium adolescentis,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Burkholderia rhizoxinica,clark
0.000640347,S. saprophyticus - S. pyogenes,0.1/99.9,Caminibacter mediatlanticus,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Campylobacter jejuni,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Carboxydothermus hydrogenoformans,clark
0.000256139,S. saprophyticus - S. pyogenes,0.1/99.9,Carnobacterium maltaromaticum,clark
0.000256139,S. saprophyticus - S. pyogenes,0.1/99.9,Carnobacterium sp. 17-4,clark
0.000256139,S. saprophyticus - S. pyogenes,0.1/99.9,Carnobacterium sp. AT7,clark
0.000384208,S. saprophyticus - S. pyogenes,0.1/99.9,Clostridium botulinum,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Collinsella aerofaciens,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Cupriavidus taiwanensis,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Desulfosporosinus orientis,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Desulfuromonas acetoxidans,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Dictyostelium discoideum,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Enterobacteriaceae bacterium strain FGI 57,clark
0.000384208,S. saprophyticus - S. pyogenes,0.1/99.9,Enterococcus faecalis,clark
0.00243332,S. saprophyticus - S. pyogenes,0.1/99.9,Enterococcus faecium,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Enterococcus hirae,clark
0.000512277,S. saprophyticus - S. pyogenes,0.1/99.9,Escherichia coli,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Euglena gracilis,clark
0.000256139,S. saprophyticus - S. pyogenes,0.1/99.9,Gemella haemolysans,clark
0.000256139,S. saprophyticus - S. pyogenes,0.1/99.9,Gemmata obscuriglobus,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Geobacillus sp. C56-T3,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Geobacter bemidjiensis,clark
0.000256139,S. saprophyticus - S. pyogenes,0.1/99.9,Gluconobacter oxydans,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Helicobacter bizzozeronii,clark
0.000512277,S. saprophyticus - S. pyogenes,0.1/99.9,Kosmotoga olearia,clark
0.000256139,S. saprophyticus - S. pyogenes,0.1/99.9,Lactobacillus brevis,clark
0.00115262,S. saprophyticus - S. pyogenes,0.1/99.9,Lactobacillus helveticus,clark
0.000640347,S. saprophyticus - S. pyogenes,0.1/99.9,Lactobacillus johnsonii,clark
0.000640347,S. saprophyticus - S. pyogenes,0.1/99.9,Lactobacillus rhamnosus,clark
0.000256139,S. saprophyticus - S. pyogenes,0.1/99.9,Lactobacillus salivarius,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Lactococcus garvieae,clark
0.00230525,S. saprophyticus - S. pyogenes,0.1/99.9,Lactococcus lactis,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Leuconostoc sp. C2,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Listeria ivanovii,clark
0.000384208,S. saprophyticus - S. pyogenes,0.1/99.9,Listeria monocytogenes,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Meiothermus silvanus,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Niastella koreensis,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Pediococcus acidilactici,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Pediococcus pentosaceus,clark
0.0137034,S. saprophyticus - S. pyogenes,0.1/99.9,Peptoclostridium difficile,clark
0.000256139,S. saprophyticus - S. pyogenes,0.1/99.9,Physarum polycephalum,clark
0.000128069,S. saprophyticus - S. pyogenes,0.1/99.9,Plasmodium knowlesi,clark
0.000384208,S. saprophyticus - S. pyogenes,0.1/99.9,Porphyromonas gingivalis,clark
