pct,reads,Experiment,mixture,tax_id,tax_name
3.07E-06,7,E. coli - S. sonnei,99.0/1.0,2218628,Photorhabdus laumondii
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,230089,Photorhabdus thracensis
1.31E-06,3,E. coli - S. sonnei,99.0/1.0,40577,Xenorhabdus poinarii
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,40576,Xenorhabdus bovienii
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,351671,Xenorhabdus doucetiae
1.75E-06,4,E. coli - S. sonnei,99.0/1.0,582,Morganella morganii
3.94E-06,9,E. coli - S. sonnei,99.0/1.0,67780,Edwardsiella ictaluri
1.31E-06,3,E. coli - S. sonnei,99.0/1.0,1263550,Edwardsiella piscicida
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,1821960,Edwardsiella anguillarum
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,636,Edwardsiella tarda
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,546367,Hafnia paralvei
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,569,Hafnia alvei
2.63E-06,6,E. coli - S. sonnei,99.0/1.0,703,Plesiomonas shigelloides
1.31E-06,3,E. coli - S. sonnei,99.0/1.0,1972431,Phytobacter ursingii
2.63E-06,6,E. coli - S. sonnei,99.0/1.0,82985,Pragia fontium
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,158841,Leminorella richardii
1.53E-05,35,E. coli - S. sonnei,99.0/1.0,587753,Pseudomonas chlororaphis
1.75E-06,4,E. coli - S. sonnei,99.0/1.0,47884,Pseudomonas taetrolens
1.14E-05,26,E. coli - S. sonnei,99.0/1.0,287,Pseudomonas aeruginosa
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,300,Pseudomonas mendocina
2.63E-06,6,E. coli - S. sonnei,99.0/1.0,303,Pseudomonas putida
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,76759,Pseudomonas monteilii
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,47880,Pseudomonas fulva
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,294,Pseudomonas fluorescens
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,47883,Pseudomonas synxantha
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,2083051,Pseudomonas sp. SWI6
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,2559074,Pseudomonas sp. S150
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,74829,Pseudomonas balearica
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1930532,Pseudomonas sp. CC6-YY-74
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,312306,Pseudomonas entomophila
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,52133,Acinetobacter venetianus
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,470,Acinetobacter baumannii
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,45610,Psychrobacter urativorans
7.45E-06,17,E. coli - S. sonnei,99.0/1.0,672,Vibrio vulnificus
3.94E-06,9,E. coli - S. sonnei,99.0/1.0,680,Vibrio campbellii
1.75E-06,4,E. coli - S. sonnei,99.0/1.0,670,Vibrio parahaemolyticus
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,669,Vibrio harveyi
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,691,Vibrio natriegens
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,50719,Vibrio diabolicus
6.14E-06,14,E. coli - S. sonnei,99.0/1.0,666,Vibrio cholerae
1.75E-06,4,E. coli - S. sonnei,99.0/1.0,190893,Vibrio coralliilyticus
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,676,Vibrio fluvialis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,45658,Vibrio scophthalmi
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,38293,Photobacterium damselae
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1295392,Photobacterium gaetbulicola
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,74109,Photobacterium profundum
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,40269,Aliivibrio salmonicida
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1927128,Candidatus Enterovibrio luxaltus
3.94E-06,9,E. coli - S. sonnei,99.0/1.0,747,Pasteurella multocida
3.07E-06,7,E. coli - S. sonnei,99.0/1.0,714,Aggregatibacter actinomycetemcomitans
1.75E-06,4,E. coli - S. sonnei,99.0/1.0,727,Haemophilus influenzae
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,85404,Mannheimia varigena
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,75985,Mannheimia haemolytica
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,47735,Bibersteinia trehalosi
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,738,Glaesserella parasuis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,731,Histophilus somni
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,157673,[Mannheimia] succiniciproducens
8.76E-06,20,E. coli - S. sonnei,99.0/1.0,644,Aeromonas hydrophila
1.31E-06,3,E. coli - S. sonnei,99.0/1.0,654,Aeromonas veronii
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,652,Aeromonas schubertii
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,948519,Aeromonas rivipollensis
1.75E-06,4,E. coli - S. sonnei,99.0/1.0,589873,Alteromonas australica
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,715451,Alteromonas naphthalenivorans
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1749259,Marinobacter sp. LQ44
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,2743,Marinobacter hydrocarbonoclasticus
1.31E-06,3,E. coli - S. sonnei,99.0/1.0,62322,Shewanella baltica
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,93973,Shewanella japonica
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,43658,Pseudoalteromonas rubra
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,2497879,Colwellia sp. Arc7-635
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,2746,Halomonas elongata
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1495769,Candidatus Evansia muelleri
1.31E-06,3,E. coli - S. sonnei,99.0/1.0,2014542,Alcanivorax sp. N3-2A
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,158327,Hahella chejuensis
1.75E-06,4,E. coli - S. sonnei,99.0/1.0,1249552,Pseudohongiella spirulinae
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,650377,endosymbiont of Euscepes postfasciatus
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,2169539,Gammaproteobacteria bacterium DM2
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,186490,Candidatus Baumannia cicadellinicola
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,2291597,Gallaecimonas sp. HK-28
1.31E-06,3,E. coli - S. sonnei,99.0/1.0,657445,Francisella noatunensis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,573570,Francisella sp. TX077310
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,39765,Hydrogenovibrio crunogenus
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,754476,Methylophaga nitratireducenticrescens
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,446,Legionella pneumophila
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,29423,Legionella oakridgensis
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,676208,Candidatus Rickettsiella viridis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,40324,Stenotrophomonas maltophilia
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,339,Xanthomonas campestris
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,2371,Xylella fastidiosa
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,242606,Luteibacter rhizovicinus
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,396595,Thioalkalivibrio sp. K90mix
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1166950,Candidatus Thiodictyon syntrophicum
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,437505,Granulosicoccus antarcticus
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,465721,Steroidobacter denitrificans
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1281578,Acidiferrobacter sp. SPIII_3
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,447471,Simiduia agarivorans
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,2049332,Methylomicrobium sp. wino1
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,556287,Candidatus Liberibacter solanacearum
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,29459,Brucella melitensis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,454601,Maritalea myrionectae
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,337479,Rickettsia endosymbiont of Bemisia tabaci
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,520,Bordetella pertussis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,119219,Cupriavidus metallidurans
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,487,Neisseria meningitidis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,63,Vitreoscilla filiformis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1576550,Candidatus Kinetoplastibacterium sorsogonicusi
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,84980,Desulfotalea psychrophila
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,56,Sorangium cellulosum
3.90E-05,89,E. coli - S. sonnei,99.0/1.0,1396,Bacillus cereus
1.75E-06,4,E. coli - S. sonnei,99.0/1.0,1428,Bacillus thuringiensis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,64104,Bacillus pseudomycoides
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1392,Bacillus anthracis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,492670,Bacillus velezensis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,79883,Bacillus horikoshii
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,561879,Bacillus safensis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,33938,Geobacillus thermocatenulatus
1.31E-06,3,E. coli - S. sonnei,99.0/1.0,29385,Staphylococcus saprophyticus
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1280,Staphylococcus aureus
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1283,Staphylococcus haemolyticus
2.15E-05,49,E. coli - S. sonnei,99.0/1.0,1314,Streptococcus pyogenes
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1358,Lactococcus lactis
2.63E-06,6,E. coli - S. sonnei,99.0/1.0,1437453,Streptomyces leeuwenhoekii
1.31E-06,3,E. coli - S. sonnei,99.0/1.0,1719,Corynebacterium pseudotuberculosis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1768,Mycobacterium kansasii
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,37928,Arthrobacter crystallopoietes
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,113562,Actinoplanes derwentensis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,28025,Bifidobacterium animalis
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,376219,Arthrospira sp. PCC 8005
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,379064,Cyanobacterium aponinum
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,996,Flavobacterium columnare
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1415657,Candidatus Walczuchella monophlebidarum
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,1561003,bacterium 2013Arg42i
0.000219995,502,E. coli - S. sonnei,99.0/1.0,9606,Homo sapiens
8.76E-07,2,E. coli - S. sonnei,99.0/1.0,66284,Shigella phage SfII
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,414970,Enterobacteria phage cdtI
4.38E-07,1,E. coli - S. sonnei,99.0/1.0,564886,Enterobacteria phage YYZ-2008
0.681110463,1064199,E. coli - S. sonnei,99.9/0.1,562,Escherichia coli
0.000784027,1225,E. coli - S. sonnei,99.9/0.1,208962,Escherichia albertii
0.000243208,380,E. coli - S. sonnei,99.9/0.1,564,Escherichia fergusonii
3.14E-05,49,E. coli - S. sonnei,99.9/0.1,1499973,Escherichia marmotae
0.001284524,2007,E. coli - S. sonnei,99.9/0.1,622,Shigella dysenteriae
0.000762266,1191,E. coli - S. sonnei,99.9/0.1,621,Shigella boydii
0.00058946,921,E. coli - S. sonnei,99.9/0.1,623,Shigella flexneri
0.000108164,169,E. coli - S. sonnei,99.9/0.1,624,Shigella sonnei
3.20E-06,5,E. coli - S. sonnei,99.9/0.1,1813821,Shigella sp. PAMC 28760
0.000430095,672,E. coli - S. sonnei,99.9/0.1,573,Klebsiella pneumoniae
0.000132484,207,E. coli - S. sonnei,99.9/0.1,548,Klebsiella aerogenes
8.13E-05,127,E. coli - S. sonnei,99.9/0.1,1463165,Klebsiella quasipneumoniae
3.71E-05,58,E. coli - S. sonnei,99.9/0.1,1134687,Klebsiella michiganensis
3.07E-05,48,E. coli - S. sonnei,99.9/0.1,571,Klebsiella oxytoca
2.37E-05,37,E. coli - S. sonnei,99.9/0.1,2153354,Klebsiella sp. WCHKl090001
1.98E-05,31,E. coli - S. sonnei,99.9/0.1,244366,Klebsiella variicola
1.41E-05,22,E. coli - S. sonnei,99.9/0.1,2488567,Klebsiella sp. FDAARGOS_511
5.76E-06,9,E. coli - S. sonnei,99.9/0.1,1972757,Klebsiella sp. PO552
3.84E-06,6,E. coli - S. sonnei,99.9/0.1,2267618,Klebsiella sp. P1CD1
3.20E-06,5,E. coli - S. sonnei,99.9/0.1,1905288,Klebsiella sp. LTGPAF-6F
2.56E-06,4,E. coli - S. sonnei,99.9/0.1,160057,Klebsiella sp. KCL-2
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,1934254,Klebsiella sp. M5al
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,2015795,Klebsiella sp. LY
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,2026240,Klebsiella quasivariicola
0.001038755,1623,E. coli - S. sonnei,99.9/0.1,28901,Salmonella enterica
2.88E-05,45,E. coli - S. sonnei,99.9/0.1,54736,Salmonella bongori
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,2500542,Salmonella sp. SSDFZ54
6.14E-05,96,E. coli - S. sonnei,99.9/0.1,546,Citrobacter freundii
2.24E-05,35,E. coli - S. sonnei,99.9/0.1,67827,Citrobacter werkmanii
1.54E-05,24,E. coli - S. sonnei,99.9/0.1,1639133,Citrobacter portucalensis
5.76E-06,9,E. coli - S. sonnei,99.9/0.1,133448,Citrobacter youngae
4.48E-06,7,E. coli - S. sonnei,99.9/0.1,2066049,Citrobacter freundii complex sp. CFNIH2
3.20E-06,5,E. coli - S. sonnei,99.9/0.1,57706,Citrobacter braakii
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,2077147,Citrobacter freundii complex sp. CFNIH3
4.80E-05,75,E. coli - S. sonnei,99.9/0.1,67825,Citrobacter rodentium
2.88E-05,45,E. coli - S. sonnei,99.9/0.1,67824,Citrobacter farmeri
2.75E-05,43,E. coli - S. sonnei,99.9/0.1,35703,Citrobacter amalonaticus
2.50E-05,39,E. coli - S. sonnei,99.9/0.1,545,Citrobacter koseri
2.37E-05,37,E. coli - S. sonnei,99.9/0.1,2562449,Citrobacter sp. SNU WT2
1.09E-05,17,E. coli - S. sonnei,99.9/0.1,2546350,Citrobacter sp. LY-1
4.48E-06,7,E. coli - S. sonnei,99.9/0.1,1703250,Citrobacter sp. CRE-46
4.48E-06,7,E. coli - S. sonnei,99.9/0.1,1563222,Citrobacter pasteurii
2.56E-06,4,E. coli - S. sonnei,99.9/0.1,1702170,Citrobacter sp. FDAARGOS_156
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,1920110,Citrobacter sp. CFNIH10
9.41E-05,147,E. coli - S. sonnei,99.9/0.1,550,Enterobacter cloacae
4.35E-05,68,E. coli - S. sonnei,99.9/0.1,61645,Enterobacter asburiae
1.86E-05,29,E. coli - S. sonnei,99.9/0.1,158836,Enterobacter hormaechei
1.41E-05,22,E. coli - S. sonnei,99.9/0.1,1812935,Enterobacter roggenkampii
1.34E-05,21,E. coli - S. sonnei,99.9/0.1,69218,Enterobacter cancerogenus
8.32E-06,13,E. coli - S. sonnei,99.9/0.1,2027919,Enterobacter cloacae complex sp.
7.04E-06,11,E. coli - S. sonnei,99.9/0.1,299767,Enterobacter ludwigii
3.84E-06,6,E. coli - S. sonnei,99.9/0.1,208224,Enterobacter kobei
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,1915310,Enterobacter cloacae complex sp. ECNIH7
4.16E-05,65,E. coli - S. sonnei,99.9/0.1,1692238,Enterobacter sp. FY-07
3.52E-05,55,E. coli - S. sonnei,99.9/0.1,1914861,Enterobacter sp. SA187
1.60E-05,25,E. coli - S. sonnei,99.9/0.1,399742,Enterobacter sp. 638
1.28E-05,20,E. coli - S. sonnei,99.9/0.1,881260,Enterobacter bugandensis
9.60E-06,15,E. coli - S. sonnei,99.9/0.1,885040,Enterobacter soli
8.32E-06,13,E. coli - S. sonnei,99.9/0.1,1166130,Enterobacter sp. R4-368
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,1868135,Enterobacter sp. HK169
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,2093698,Enterobacter sp. DKU_NT_01
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,2500132,Enterobacter sp. N18-03635
4.22E-05,66,E. coli - S. sonnei,99.9/0.1,693444,Enterobacteriaceae bacterium strain FGI 57
2.24E-05,35,E. coli - S. sonnei,99.9/0.1,891974,Plautia stali symbiont
9.60E-06,15,E. coli - S. sonnei,99.9/0.1,2066051,Enterobacteriaceae bacterium ENNIH1
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,1199245,secondary endosymbiont of Ctenarytaina eucalypti
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,134287,secondary endosymbiont of Heteropsylla cubana
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,138072,Candidatus Hamiltonella defensa
3.20E-06,5,E. coli - S. sonnei,99.9/0.1,1778262,Candidatus Doolittlea endobia
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,1070130,Candidatus Gullanella endobia
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,1778263,Candidatus Hoaglandella endobia
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,203907,Candidatus Blochmannia floridanus
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,1505596,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,1410383,Candidatus Tachikawaea gelatinosa
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,1835721,secondary endosymbiont of Trabutina mannipara
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,1778264,Candidatus Mikella endobia
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,472834,Candidatus Purcelliella pentastirinorum
1.79E-05,28,E. coli - S. sonnei,99.9/0.1,208223,Kosakonia cowanii
1.09E-05,17,E. coli - S. sonnei,99.9/0.1,1158459,Kosakonia sacchari
7.04E-06,11,E. coli - S. sonnei,99.9/0.1,497725,Kosakonia oryzae
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,2492396,Kosakonia sp. CCTCC M2018092
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,283686,Kosakonia radicincitans
4.61E-05,72,E. coli - S. sonnei,99.9/0.1,61646,Lelliottia amnigena
1.73E-05,27,E. coli - S. sonnei,99.9/0.1,1907578,Lelliottia jeotgali
1.15E-05,18,E. coli - S. sonnei,99.9/0.1,2153385,Lelliottia sp. WB101
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,69220,Lelliottia nimipressuralis
1.54E-05,24,E. coli - S. sonnei,99.9/0.1,28141,Cronobacter sakazakii
8.96E-06,14,E. coli - S. sonnei,99.9/0.1,413501,Cronobacter muytjensii
8.32E-06,13,E. coli - S. sonnei,99.9/0.1,413497,Cronobacter dublinensis
6.40E-06,10,E. coli - S. sonnei,99.9/0.1,1163710,Cronobacter condimenti
6.40E-06,10,E. coli - S. sonnei,99.9/0.1,413503,Cronobacter malonaticus
4.48E-06,7,E. coli - S. sonnei,99.9/0.1,413502,Cronobacter turicensis
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,535744,Cronobacter universalis
3.90E-05,61,E. coli - S. sonnei,99.9/0.1,1334193,[Enterobacter] lignolyticus
2.94E-05,46,E. coli - S. sonnei,99.9/0.1,61647,Pluralibacter gergoviae
4.03E-05,63,E. coli - S. sonnei,99.9/0.1,577,Raoultella terrigena
9.60E-06,15,E. coli - S. sonnei,99.9/0.1,54291,Raoultella ornithinolytica
3.84E-06,6,E. coli - S. sonnei,99.9/0.1,575,Raoultella planticola
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,2259647,Raoultella sp. X13
7.04E-06,11,E. coli - S. sonnei,99.9/0.1,83655,Leclercia adecarboxylata
4.48E-06,7,E. coli - S. sonnei,99.9/0.1,1920114,Leclercia sp. LSNIH1
3.20E-06,5,E. coli - S. sonnei,99.9/0.1,2282310,Leclercia sp. W6
2.56E-06,4,E. coli - S. sonnei,99.9/0.1,2282309,Leclercia sp. W17
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,1920116,Leclercia sp. LSNIH3
3.71E-05,58,E. coli - S. sonnei,99.9/0.1,565,Atlantibacter hermannii
3.01E-05,47,E. coli - S. sonnei,99.9/0.1,61648,Kluyvera intermedia
2.82E-05,44,E. coli - S. sonnei,99.9/0.1,563,Shimwellia blattae
1.86E-05,29,E. coli - S. sonnei,99.9/0.1,158822,Cedecea neteri
8.32E-06,13,E. coli - S. sonnei,99.9/0.1,158823,Cedecea lapagei
1.47E-05,23,E. coli - S. sonnei,99.9/0.1,2479367,Buttiauxella sp. 3AFRM03
5.12E-06,8,E. coli - S. sonnei,99.9/0.1,929813,Gibbsiella quercinecans
3.84E-06,6,E. coli - S. sonnei,99.9/0.1,168169,Candidatus Ishikawaella capsulata
3.20E-06,5,E. coli - S. sonnei,99.9/0.1,1048758,Candidatus Moranella endobia
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,2172103,Limnobaculum parvum
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,401619,Candidatus Riesia pediculicola
0.000166406,260,E. coli - S. sonnei,99.9/0.1,632,Yersinia pestis
6.40E-06,10,E. coli - S. sonnei,99.9/0.1,633,Yersinia pseudotuberculosis
2.94E-05,46,E. coli - S. sonnei,99.9/0.1,630,Yersinia enterocolitica
2.56E-06,4,E. coli - S. sonnei,99.9/0.1,29484,Yersinia frederiksenii
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,935293,Yersinia entomophaga
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,28152,Yersinia kristensenii
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,29483,Yersinia aldovae
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,29485,Yersinia rohdei
1.60E-05,25,E. coli - S. sonnei,99.9/0.1,82996,Serratia plymuthica
8.96E-06,14,E. coli - S. sonnei,99.9/0.1,615,Serratia marcescens
2.56E-06,4,E. coli - S. sonnei,99.9/0.1,104623,Serratia sp. ATCC 39006
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,618,Serratia odorifera
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,2033438,Serratia sp. MYb239
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,1759437,Serratia sp. YD25
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,61652,Serratia rubidaea
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,1805933,Rahnella sp. ERMR1:05
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,657334,Rahnella sp. WMR42
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,34038,Rahnella aquatilis
2.56E-06,4,E. coli - S. sonnei,99.9/0.1,1878942,Candidatus Fukatsuia symbiotica
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,2126321,Nissabacter sp. SGAir0207
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,1639108,Chania multitudinisentens
3.01E-05,47,E. coli - S. sonnei,99.9/0.1,553,Pantoea ananatis
3.84E-06,6,E. coli - S. sonnei,99.9/0.1,1235990,Candidatus Pantoea carbekii
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,549,Pantoea agglomerans
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,470934,Pantoea vagans
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,2575375,Pantoea sp. SO10
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,592316,Pantoea sp. At-9b
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,1076550,Pantoea rwandensis
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,1484158,Pantoea sp. PSNIH1
3.20E-06,5,E. coli - S. sonnei,99.9/0.1,215689,Erwinia sp. Ejp617
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,552,Erwinia amylovora
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,1619313,Erwinia gerundensis
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,1922217,Candidatus Erwinia haradaeae
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,2547962,Erwinia sp. QL-Z3
2.56E-06,4,E. coli - S. sonnei,99.9/0.1,9,Buchnera aphidicola
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,51229,Wigglesworthia glossinidia
2.56E-06,4,E. coli - S. sonnei,99.9/0.1,1109412,Brenneria goodwinii
3.20E-06,5,E. coli - S. sonnei,99.9/0.1,568766,Dickeya sp. NCPPB 3274
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,204042,Dickeya zeae
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,2037915,Dickeya sp. Secpp 1600
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,568768,Dickeya sp. NCPPB 569
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,204038,Dickeya dadantii
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,69223,Dickeya paradisiaca
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,204039,Dickeya dianthicola
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,1778540,Dickeya fangzhongdai
3.84E-06,6,E. coli - S. sonnei,99.9/0.1,1486991,Candidatus Sodalis pierantonius
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,63612,Sodalis glossinidius
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,1239307,Sodalis praecaptivus
1.92E-06,3,E. coli - S. sonnei,99.9/0.1,554,Pectobacterium carotovorum
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,1905730,Pectobacterium parmentieri
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,516075,Providencia sneebia
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,158850,Providencia rustigianii
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,126385,Providencia alcalifaciens
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,588,Providencia stuartii
3.84E-06,6,E. coli - S. sonnei,99.9/0.1,584,Proteus mirabilis
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,183417,Proteus hauseri
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,585,Proteus vulgaris
3.20E-06,5,E. coli - S. sonnei,99.9/0.1,582,Morganella morganii
1.28E-06,2,E. coli - S. sonnei,99.9/0.1,351671,Xenorhabdus doucetiae
6.40E-07,1,E. coli - S. sonnei,99.9/0.1,351679,Xenorhabdus hominickii
